timestamp(UTC),NetCO2-HUM(%),NetCO2-CO2(ppm),NetCO2-TEMP(°C),NetCO2-CO2_ug,NetADC_CO-CO_ug,NetADC_CO-CO( ppb),NetADC_O3-O3_ug,NetADC_O3-O3(ppb),NetPid_P3-PPB(ppm),NetPid_P3-PPB_ug,NetPid_P3-TEMP(°C),NetPM-PM10(µg/m3),NetPM-PM25(µg/m3),NetPid_P1-PPB(ppm),NetPid_P1-PPB_ug,NetPid_P1-TEMP(°C),NetBME280-PERC(%),NetBME280-TEMP_EXT(°C),NetBME280-HPA(hPa),NetADC_NO2-NO2_ug,NetADC_NO2-NO2(ppb)
2024-02-09T01:03:10,38.23,837.25,25.40,1468.67,5623.90,5037.39,29.87,15.61,0.5,1131.2,30.0,0.76,0.68,0.3750,838.6412,31.0000,48.38,23.31,982.10,11.37,6.20
2024-02-09T01:03:15,38.20,836.91,25.35,1468.06,5613.49,5028.14,58.12,30.38,0.5,1128.7,30.0,0.82,0.73,0.3750,838.7277,31.0000,48.35,23.31,982.08,35.30,19.25
2024-02-09T01:03:20,38.21,837.05,25.37,1468.24,5595.20,5011.95,58.12,30.38,0.5,1129.2,30.0,0.85,0.75,0.3751,838.7585,31.0000,48.33,23.31,982.04,19.05,10.39
2024-02-09T01:03:26,38.21,836.75,25.35,1467.71,5602.94,5018.89,51.23,26.78,0.5,1129.3,30.0,0.81,0.71,0.3750,838.6761,32.0000,48.32,23.31,982.04,35.30,19.25
2024-02-09T01:03:31,38.17,836.87,25.38,1467.94,5615.90,5030.45,51.23,26.78,0.5,1126.6,30.0,0.69,0.61,0.3752,839.0162,31.0000,48.30,23.31,982.05,27.60,15.05
2024-02-09T01:03:37,38.15,836.80,25.38,1467.82,5582.35,5000.39,43.66,22.82,0.5,1129.8,30.0,0.64,0.57,0.3750,838.6788,31.0000,48.30,23.31,982.05,19.05,10.39
2024-02-09T01:03:42,38.16,836.81,25.40,1467.83,5605.55,5021.20,36.75,19.21,0.5,1130.1,30.0,0.62,0.55,0.3751,838.8333,32.0000,48.22,23.31,982.05,10.51,5.73
2024-02-09T01:03:47,38.13,837.38,25.41,1468.78,5620.82,5035.08,29.86,15.61,0.5,1132.5,30.0,0.53,0.47,0.3751,838.9003,31.0000,48.21,23.32,982.04,35.30,19.25
2024-02-09T01:03:53,38.10,837.70,25.40,1469.35,5602.80,5018.89,51.23,26.78,0.5,1131.9,30.0,0.52,0.46,0.3752,838.9680,31.0000,48.22,23.31,982.02,10.51,5.73
2024-02-09T01:03:58,38.08,838.49,25.40,1470.66,5587.06,5005.02,29.17,15.25,0.5,1128.1,30.0,0.49,0.43,0.3751,838.7961,31.0000,48.17,23.32,982.01,35.30,19.25
2024-02-09T01:04:03,38.03,838.09,25.41,1469.92,5610.16,5025.83,51.23,26.78,0.5,1128.1,30.0,0.52,0.46,0.3753,839.1900,31.0000,48.18,23.32,981.98,19.05,10.39
2024-02-09T01:04:09,38.06,838.08,25.40,1469.98,5612.97,5028.14,29.86,15.61,0.5,1128.8,30.0,0.50,0.45,0.3751,838.8874,31.0000,48.15,23.32,982.02,35.30,19.25
2024-02-09T01:04:14,38.03,837.81,25.40,1469.46,5636.09,5048.95,44.34,23.18,0.5,1129.6,30.0,0.60,0.53,0.3751,838.7270,31.0000,48.13,23.32,982.00,10.51,5.73
2024-02-09T01:04:19,38.07,837.67,25.40,1469.27,5618.19,5032.77,51.23,26.78,0.5,1130.6,30.0,0.70,0.62,0.3752,838.9706,32.0000,48.13,23.31,982.00,35.30,19.25
2024-02-09T01:04:25,38.03,838.00,25.41,1469.68,5630.49,5044.33,51.22,26.78,0.5,1131.5,30.0,0.80,0.71,0.3752,838.9753,31.0000,48.15,23.33,981.96,35.29,19.25
2024-02-09T01:04:30,38.04,838.10,25.44,1469.97,5638.64,5051.27,36.75,19.21,0.5,1132.3,30.0,0.91,0.81,0.3752,839.0252,31.0000,48.14,23.31,981.96,19.05,10.39
2024-02-09T01:04:35,38.02,838.27,25.40,1470.22,5641.06,5053.58,51.23,26.78,0.5,1130.0,30.0,0.92,0.82,0.3751,838.7480,31.0000,48.15,23.32,981.97,51.52,28.10
2024-02-09T01:04:41,38.02,838.16,25.38,1470.05,5599.86,5016.58,36.75,19.21,0.5,1129.8,30.0,0.83,0.73,0.3751,838.7444,31.0000,48.16,23.32,981.99,10.51,5.73
2024-02-09T01:04:46,38.03,837.90,25.42,1469.62,5636.07,5048.95,37.44,19.57,0.5,1130.3,30.0,0.75,0.66,0.3749,838.2355,31.0000,48.15,23.32,982.00,35.30,19.25
2024-02-09T01:04:52,38.02,838.31,25.42,1470.28,5615.17,5030.45,58.11,30.38,0.5,1134.8,30.0,0.66,0.59,0.3750,838.5487,32.0000,48.12,23.33,981.99,27.60,15.05
2024-02-09T01:04:57,38.00,838.24,25.42,1470.20,5602.46,5018.89,36.75,19.21,0.5,1131.8,30.0,0.65,0.57,0.3752,839.0366,31.0000,48.13,23.32,981.99,51.52,28.10
2024-02-09T01:05:02,38.05,837.48,25.42,1468.83,5615.22,5030.45,51.23,26.78,0.5,1132.4,30.0,0.77,0.68,0.3752,839.0705,31.0000,48.15,23.33,982.00,26.75,14.59
2024-02-09T01:05:08,38.01,837.18,25.44,1468.37,5610.32,5025.83,29.86,15.61,0.5,1132.5,30.0,1.01,0.90,0.3752,839.0151,31.0000,48.14,23.31,981.98,35.30,19.25
2024-02-09T01:05:13,38.05,837.59,25.42,1469.04,5620.43,5035.08,36.75,19.21,0.5,1131.8,30.0,1.14,1.01,0.3752,839.0205,32.0000,48.16,23.33,982.01,19.05,10.39
2024-02-09T01:05:18,38.01,837.60,25.42,1469.07,5610.19,5025.83,36.75,19.21,0.5,1128.1,30.0,1.17,1.03,0.3753,839.1493,31.0000,48.15,23.32,981.99,35.30,19.25
2024-02-09T01:05:24,38.04,837.41,25.41,1468.70,5620.36,5035.08,44.34,23.18,0.5,1133.8,30.0,1.10,0.97,0.3751,838.6891,31.0000,48.18,23.33,981.99,27.60,15.05
2024-02-09T01:05:29,38.01,837.70,25.45,1469.28,5620.66,5035.08,22.29,11.65,0.5,1133.0,30.0,0.92,0.81,0.3752,839.0683,31.0000,48.21,23.32,982.01,35.30,19.25
2024-02-09T01:05:34,38.10,836.98,25.44,1467.97,5620.44,5035.08,29.86,15.61,0.5,1131.9,30.0,0.82,0.73,0.3753,839.1474,31.0000,48.23,23.33,982.01,27.60,15.05
2024-02-09T01:05:40,38.09,836.83,25.44,1467.73,5628.25,5042.02,58.11,30.38,0.5,1132.1,30.0,0.74,0.66,0.3754,839.4408,31.0000,48.25,23.33,982.02,19.05,10.39
2024-02-09T01:05:45,38.05,837.36,25.42,1468.64,5623.01,5037.39,37.44,19.57,0.5,1131.8,30.0,0.76,0.67,0.3754,839.5133,31.0000,48.26,23.33,982.01,35.30,19.25
2024-02-09T01:05:50,38.08,837.53,25.42,1468.97,5625.70,5039.70,22.29,11.65,0.5,1131.7,30.0,0.71,0.63,0.3753,839.2190,31.0000,48.27,23.32,981.99,26.75,14.59
2024-02-09T01:05:56,38.10,837.46,25.42,1468.92,5636.31,5048.95,43.66,22.82,0.5,1127.5,30.0,0.60,0.53,0.3752,839.0921,31.0000,48.27,23.32,982.04,35.30,19.25
2024-02-09T01:06:01,38.15,837.33,25.42,1468.63,5597.38,5014.27,43.65,22.82,0.5,1133.2,30.0,0.60,0.52,0.3753,839.1906,31.0000,48.28,23.33,982.04,19.05,10.39
2024-02-09T01:06:07,38.13,836.07,25.42,1466.38,5625.64,5039.70,37.44,19.57,0.5,1133.3,30.0,0.59,0.52,0.3752,838.9642,31.0000,48.27,23.33,982.02,51.52,28.10
2024-02-09T01:06:12,38.08,836.09,25.42,1466.48,5636.17,5048.95,36.75,19.21,0.5,1130.5,30.0,0.73,0.65,0.3752,839.0412,31.0000,48.28,23.32,982.02,2.82,1.54
2024-02-09T01:06:17,38.10,836.39,25.42,1467.00,5623.30,5037.39,58.12,30.38,0.5,1131.6,30.0,0.77,0.68,0.3752,838.9256,31.0000,48.27,23.33,982.06,35.30,19.25
2024-02-09T01:06:23,38.19,835.80,25.42,1465.94,5623.17,5037.39,43.65,22.82,0.5,1130.9,30.0,0.73,0.64,0.3753,839.2102,31.0000,48.30,23.33,982.03,35.30,19.25
2024-02-09T01:06:28,38.12,835.51,25.41,1465.49,5649.21,5060.52,44.34,23.18,0.5,1132.1,30.0,0.78,0.69,0.3752,839.0845,31.0000,48.28,23.32,982.04,10.51,5.73
2024-02-09T01:06:33,38.12,835.70,25.41,1465.77,5615.44,5030.45,43.65,22.82,0.5,1136.4,30.0,0.77,0.68,0.3753,839.3028,31.0000,48.26,23.32,982.00,35.30,19.25
2024-02-09T01:06:39,38.13,836.41,25.42,1467.04,5623.23,5037.39,36.75,19.21,0.5,1134.7,30.0,0.78,0.69,0.3750,838.6051,31.0000,48.27,23.33,982.05,43.84,23.91
2024-02-09T01:06:44,38.15,836.37,25.38,1466.97,5615.55,5030.45,51.23,26.78,0.5,1127.7,30.0,0.77,0.68,0.3753,839.1401,32.0000,48.28,23.32,982.02,43.84,23.91
2024-02-09T01:06:49,38.12,836.83,25.41,1467.78,5659.45,5069.77,44.34,23.18,0.5,1130.5,30.0,0.68,0.61,0.3752,839.0567,31.0000,48.27,23.32,982.03,43.84,23.91
2024-02-09T01:06:55,38.13,837.02,25.42,1468.06,5607.58,5023.52,51.23,26.78,0.5,1131.1,30.0,0.65,0.57,0.3753,839.2260,31.0000,48.27,23.33,982.02,43.84,23.91
2024-02-09T01:07:00,38.10,836.71,25.38,1467.51,5638.58,5051.27,37.44,19.57,0.5,1133.1,30.0,0.66,0.59,0.3753,839.2277,31.0000,48.24,23.33,982.02,35.30,19.25
2024-02-09T01:07:06,38.06,836.22,25.41,1466.68,5623.18,5037.39,36.75,19.21,0.5,1130.1,30.0,0.74,0.65,0.3751,838.7334,32.0000,48.17,23.32,982.00,35.30,19.25
2024-02-09T01:07:11,38.02,836.13,25.41,1466.56,5646.54,5058.20,51.23,26.78,0.5,1132.0,30.0,0.76,0.67,0.3754,839.3726,31.0000,48.13,23.31,981.99,27.60,15.05
2024-02-09T01:07:16,38.01,836.66,25.42,1467.48,5620.70,5035.08,51.23,26.78,0.5,1133.6,30.0,0.78,0.69,0.3754,839.5135,31.0000,48.13,23.32,982.02,19.05,10.39
2024-02-09T01:07:22,37.96,837.27,25.42,1468.54,5628.41,5042.02,58.80,30.74,0.5,1132.0,30.0,0.74,0.66,0.3753,839.2127,31.0000,48.11,23.32,982.01,19.05,10.39
2024-02-09T01:07:27,37.97,837.43,25.41,1468.81,5618.02,5032.77,51.23,26.78,0.5,1131.9,30.0,0.71,0.63,0.3754,839.4538,32.0000,48.12,23.32,982.00,43.84,23.91
2024-02-09T01:07:32,37.97,837.46,25.42,1468.89,5612.97,5028.14,36.75,19.21,0.5,1130.3,30.0,0.63,0.56,0.3754,839.4599,31.0000,48.13,23.32,982.02,43.84,23.91
2024-02-09T01:07:38,37.98,837.46,25.41,1468.87,5643.90,5055.89,43.65,22.82,0.5,1132.9,30.0,0.62,0.55,0.3754,839.4667,31.0000,48.14,23.32,982.02,19.05,10.39
2024-02-09T01:07:43,37.96,837.76,25.42,1469.33,5620.40,5035.08,36.75,19.21,0.5,1128.7,30.0,0.68,0.60,0.3751,838.6904,31.0000,48.09,23.32,981.97,35.30,19.25
2024-02-09T01:07:48,37.98,838.52,25.41,1470.73,5615.51,5030.45,51.23,26.78,0.5,1131.6,30.0,0.69,0.61,0.3755,839.6928,31.0000,48.07,23.32,982.02,27.60,15.05
2024-02-09T01:07:54,37.97,838.66,25.42,1470.96,5607.72,5023.52,65.69,34.34,0.5,1134.2,30.0,0.71,0.63,0.3754,839.4596,31.0000,48.07,23.32,982.01,26.75,14.59
2024-02-09T01:07:59,37.93,838.67,25.42,1470.93,5635.89,5048.95,44.34,23.18,0.5,1129.5,30.0,0.74,0.65,0.3756,839.9373,31.0000,48.08,23.32,981.97,35.30,19.25
2024-02-09T01:08:04,37.94,838.25,25.41,1470.21,5628.21,5042.02,58.11,30.38,0.5,1129.8,30.0,0.74,0.66,0.3754,839.3415,31.0000,48.08,23.32,981.98,35.30,19.25
2024-02-09T01:08:10,37.99,837.93,25.38,1469.66,5628.23,5042.02,51.23,26.78,0.5,1133.6,30.0,0.70,0.62,0.3755,839.5840,31.0000,48.10,23.32,981.98,35.30,19.25
2024-02-09T01:08:15,37.98,838.12,25.40,1469.99,5630.85,5044.33,51.23,26.78,0.5,1132.5,30.0,0.64,0.57,0.3754,839.5443,31.0000,48.10,23.32,981.99,35.30,19.25
2024-02-09T01:08:21,38.02,838.40,25.40,1470.45,5643.63,5055.89,36.75,19.21,0.5,1135.3,30.0,0.58,0.51,0.3755,839.6737,31.0000,48.15,23.31,981.93,19.05,10.39
2024-02-09T01:08:26,38.01,838.33,25.41,1470.32,5620.39,5035.08,43.65,22.82,0.5,1134.4,30.0,0.48,0.43,0.3755,839.5991,31.0000,48.12,23.32,981.97,19.05,10.39
2024-02-09T01:08:31,38.01,838.19,25.40,1470.08,5635.90,5048.95,72.58,37.94,0.5,1134.2,30.0,0.49,0.43,0.3754,839.3680,31.0000,48.14,23.32,981.97,19.05,10.39
2024-02-09T01:08:37,38.01,838.23,25.41,1470.16,5625.59,5039.70,58.11,30.38,0.5,1133.3,30.0,0.52,0.46,0.3754,839.4447,31.0000,48.18,23.32,981.97,43.84,23.91
2024-02-09T01:08:42,38.06,838.53,25.41,1470.68,5664.30,5074.39,51.23,26.78,0.5,1132.7,30.0,0.51,0.45,0.3754,839.5134,31.0000,48.18,23.32,981.97,10.51,5.73
2024-02-09T01:08:47,38.07,838.64,25.41,1470.81,5651.15,5062.83,43.65,22.82,0.5,1133.3,30.0,0.47,0.42,0.3757,840.0742,31.0000,48.18,23.32,981.93,26.75,14.59
2024-02-09T01:08:53,38.04,838.85,25.41,1471.16,5604.61,5021.20,43.65,22.82,0.5,1132.1,30.0,0.41,0.37,0.3754,839.4865,31.0000,48.19,23.33,981.95,35.29,19.25
2024-02-09T01:08:58,38.08,838.96,25.40,1471.40,5622.85,5037.39,43.65,22.82,0.5,1134.6,30.0,0.48,0.42,0.3755,839.6721,31.0000,48.19,23.32,981.95,35.30,19.25
2024-02-09T01:09:03,38.04,839.83,25.40,1472.91,5638.26,5051.27,44.34,23.18,0.5,1135.2,30.0,0.57,0.51,0.3755,839.7056,31.0000,48.19,23.33,981.97,19.05,10.39
2024-02-09T01:09:09,38.04,840.27,25.41,1473.67,5635.64,5048.95,36.74,19.21,0.5,1134.2,30.0,0.68,0.60,0.3755,839.7124,31.0000,48.20,23.32,981.93,27.59,15.05
2024-02-09T01:09:14,38.06,840.71,25.42,1474.48,5622.90,5037.39,72.57,37.94,0.5,1134.7,30.0,0.81,0.72,0.3753,839.2417,31.0000,48.21,23.32,981.95,44.68,24.37
2024-02-09T01:09:19,38.07,840.65,25.42,1474.37,5648.73,5060.52,43.65,22.82,0.5,1131.9,30.0,0.86,0.77,0.3756,839.8520,31.0000,48.21,23.32,981.96,26.75,14.59
2024-02-09T01:09:25,38.06,840.38,25.38,1473.95,5651.43,5062.83,44.34,23.18,0.5,1135.6,30.0,0.84,0.75,0.3755,839.6177,31.0000,48.22,23.32,981.98,2.82,1.54
2024-02-09T01:09:30,38.04,840.51,25.41,1474.14,5635.85,5048.95,51.23,26.78,0.5,1131.9,30.0,0.81,0.72,0.3757,840.0293,31.0000,48.22,23.32,981.96,51.52,28.10
2024-02-09T01:09:36,38.10,839.98,25.40,1473.24,5630.81,5044.33,36.75,19.21,0.5,1133.6,30.0,0.73,0.65,0.3754,839.4385,31.0000,48.23,23.32,981.98,51.52,28.10
2024-02-09T01:09:41,38.07,839.58,25.41,1472.54,5633.41,5046.64,36.75,19.21,0.5,1129.7,30.0,0.69,0.62,0.3754,839.5012,32.0000,48.26,23.32,981.99,19.05,10.39
2024-02-09T01:09:46,38.14,840.34,25.44,1473.84,5635.82,5048.95,58.11,30.38,0.5,1134.1,30.0,0.63,0.56,0.3756,839.8436,31.0000,48.25,23.32,981.96,43.84,23.91
2024-02-09T01:09:52,38.07,840.72,25.41,1474.48,5633.16,5046.64,51.23,26.78,0.5,1131.9,30.0,0.60,0.54,0.3755,839.7175,31.0000,48.22,23.32,981.94,43.84,23.91
2024-02-09T01:09:57,38.07,840.74,25.40,1474.57,5635.90,5048.95,36.75,19.21,0.5,1131.1,30.0,0.52,0.46,0.3754,839.5313,31.0000,48.22,23.32,981.97,26.75,14.59
2024-02-09T01:10:02,38.09,840.68,25.44,1474.38,5715.66,5120.64,58.11,30.38,0.5,1130.8,30.0,0.52,0.46,0.3755,839.6418,31.0000,48.22,23.33,981.96,27.59,15.05
2024-02-09T01:10:08,38.08,839.82,25.41,1472.93,5664.28,5074.39,36.75,19.21,0.5,1132.5,30.0,0.56,0.50,0.3753,839.1088,32.0000,48.23,23.32,981.97,26.75,14.59
2024-02-09T01:10:13,38.07,840.09,25.41,1473.38,5643.49,5055.89,58.80,30.74,0.5,1133.3,30.0,0.66,0.59,0.3755,839.6352,31.0000,48.18,23.32,981.94,43.84,23.91
2024-02-09T01:10:18,38.03,840.81,25.41,1474.64,5638.32,5051.27,51.23,26.78,0.5,1134.8,30.0,0.75,0.67,0.3756,839.9442,31.0000,48.17,23.32,981.94,35.30,19.25
2024-02-09T01:10:24,38.03,840.98,25.42,1474.92,5653.76,5065.14,51.23,26.78,0.5,1133.5,30.0,0.73,0.65,0.3755,839.5665,31.0000,48.19,23.32,981.93,19.05,10.39
2024-02-09T01:10:29,38.05,841.39,25.42,1475.66,5627.99,5042.02,58.80,30.74,0.5,1133.7,30.0,0.67,0.60,0.3756,839.9307,31.0000,48.18,23.32,981.94,19.05,10.39
2024-02-09T01:10:34,38.08,841.59,25.41,1475.99,5643.45,5055.89,43.65,22.82,0.5,1134.6,30.0,0.79,0.70,0.3755,839.6983,31.0000,48.20,23.32,981.94,27.59,15.05
2024-02-09T01:10:40,38.01,841.76,25.40,1476.28,5635.62,5048.95,36.74,19.21,0.5,1131.8,30.0,0.79,0.70,0.3757,839.9788,31.0000,48.20,23.32,981.92,43.84,23.91
2024-02-09T01:10:45,38.00,842.15,25.42,1476.98,5653.79,5065.14,44.34,23.18,0.5,1133.5,30.0,0.87,0.78,0.3756,839.7942,31.0000,48.18,23.32,981.94,11.37,6.20
2024-02-09T01:10:51,38.02,842.33,25.41,1477.26,5640.71,5053.58,58.11,30.38,0.5,1134.2,30.0,1.05,0.93,0.3755,839.5231,31.0000,48.19,23.33,981.94,43.84,23.91
2024-02-09T01:10:56,38.03,842.21,25.41,1477.12,5653.90,5065.14,36.75,19.21,0.5,1132.6,30.0,1.09,0.97,0.3753,839.0883,31.0000,48.18,23.32,981.96,10.51,5.73
2024-02-09T01:11:01,38.03,842.55,25.42,1477.63,5658.73,5069.77,22.28,11.65,0.5,1133.8,30.0,1.03,0.92,0.3755,839.6686,32.0000,48.18,23.33,981.93,19.05,10.39
2024-02-09T01:11:07,38.07,842.93,25.42,1478.35,5656.36,5067.45,51.23,26.78,0.5,1132.8,30.0,1.08,0.96,0.3756,839.8270,31.0000,48.15,23.32,981.94,43.84,23.91
2024-02-09T01:11:12,38.01,843.01,25.42,1478.40,5650.85,5062.83,71.88,37.58,0.5,1133.5,30.0,0.92,0.83,0.3755,839.5601,31.0000,48.17,23.33,981.91,51.52,28.10
2024-02-09T01:11:17,38.02,843.06,25.40,1478.52,5622.61,5037.39,36.74,19.21,0.5,1133.6,30.0,0.79,0.70,0.3756,839.9248,31.0000,48.16,23.32,981.90,43.84,23.91
2024-02-09T01:11:23,37.97,843.15,25.41,1478.68,5632.92,5046.64,29.17,15.25,0.5,1135.7,30.0,0.72,0.64,0.3755,839.5164,31.0000,48.11,23.33,981.93,10.51,5.73
2024-02-09T01:11:28,37.97,844.28,25.41,1480.66,5630.31,5044.33,51.22,26.78,0.5,1132.4,30.0,0.61,0.54,0.3755,839.5962,31.0000,48.13,23.33,981.93,26.75,14.59
2024-02-09T01:11:33,37.93,844.24,25.41,1480.57,5640.57,5053.58,43.65,22.82,0.5,1137.4,30.0,0.62,0.56,0.3756,839.8441,31.0000,48.11,23.32,981.88,19.05,10.39
2024-02-09T01:11:39,38.00,844.12,25.44,1480.34,5643.11,5055.89,65.68,34.34,0.5,1135.0,30.0,0.64,0.57,0.3757,839.9252,31.0000,48.14,23.32,981.88,35.29,19.25
2024-02-09T01:11:44,37.98,843.80,25.41,1479.77,5637.92,5051.27,15.40,8.05,0.5,1135.3,30.0,0.67,0.60,0.3756,839.9022,31.0000,48.15,23.32,981.87,60.06,32.76
2024-02-09T01:11:49,37.99,843.19,25.41,1478.76,5645.86,5058.20,65.68,34.34,0.5,1137.8,30.0,0.68,0.61,0.3756,839.8531,32.0000,48.12,23.32,981.91,10.51,5.73
2024-02-09T01:11:55,38.02,843.36,25.41,1479.02,5640.58,5053.58,51.22,26.78,0.5,1134.4,30.0,0.71,0.64,0.3757,840.0398,32.0000,48.15,23.32,981.89,35.29,19.25
2024-02-09T01:12:00,38.04,842.74,25.41,1477.97,5648.45,5060.52,51.22,26.78,0.5,1137.4,30.0,0.84,0.75,0.3758,840.1946,31.0000,48.17,23.31,981.87,35.29,19.25
2024-02-09T01:12:06,38.02,842.38,25.42,1477.32,5630.30,5044.33,58.11,30.38,0.5,1134.9,30.0,0.80,0.71,0.3757,840.0845,31.0000,48.17,23.32,981.89,43.84,23.91
2024-02-09T01:12:11,38.06,841.33,25.41,1475.46,5676.69,5085.95,51.22,26.78,0.5,1132.7,30.0,0.65,0.59,0.3758,840.1646,32.0000,48.19,23.32,981.88,35.29,19.25
2024-02-09T01:12:16,38.07,841.48,25.44,1475.75,5625.17,5039.70,29.86,15.61,0.5,1136.1,30.0,0.62,0.55,0.3756,839.8914,31.0000,48.21,23.32,981.90,19.05,10.39
2024-02-09T01:12:22,38.07,842.37,25.41,1477.32,5671.66,5081.33,58.11,30.38,0.5,1137.3,30.0,0.55,0.49,0.3757,840.1513,32.0000,48.20,23.31,981.87,35.29,19.25
2024-02-09T01:12:27,38.06,842.75,25.40,1477.93,5637.92,5051.27,51.22,26.78,0.5,1134.7,30.0,0.45,0.40,0.3756,839.6967,31.0000,48.21,23.32,981.87,35.29,19.25
2024-02-09T01:12:32,38.06,843.08,25.44,1478.52,5643.09,5055.89,51.22,26.78,0.5,1135.0,30.0,0.40,0.36,0.3757,840.1153,31.0000,48.22,23.32,981.88,43.84,23.91
2024-02-09T01:12:38,38.07,842.73,25.38,1477.89,5632.70,5046.64,36.74,19.21,0.5,1133.9,30.0,0.48,0.43,0.3757,840.0830,31.0000,48.25,23.32,981.86,43.84,23.91
2024-02-09T01:12:43,38.05,842.50,25.42,1477.49,5622.43,5037.39,51.22,26.78,0.5,1133.1,30.0,0.48,0.43,0.3757,840.0352,31.0000,48.23,23.32,981.87,35.29,19.25
2024-02-09T01:12:48,38.08,842.57,25.41,1477.66,5645.81,5058.20,36.74,19.21,0.5,1132.7,30.0,0.53,0.48,0.3758,840.3347,32.0000,48.22,23.32,981.90,27.59,15.05
2024-02-09T01:12:54,38.08,842.95,25.40,1478.35,5645.92,5058.20,51.22,26.78,0.5,1133.2,30.0,0.54,0.48,0.3758,840.2588,31.0000,48.23,23.31,981.88,42.98,23.44
2024-02-09T01:12:59,38.11,842.89,25.41,1478.27,5635.69,5048.95,37.43,19.57,0.5,1136.2,30.0,0.48,0.43,0.3756,839.8512,31.0000,48.23,23.31,981.90,27.59,15.05
2024-02-09T01:13:05,38.13,843.00,25.40,1478.43,5632.93,5046.64,43.65,22.82,0.5,1136.3,30.0,0.42,0.38,0.3756,839.8421,31.0000,48.24,23.32,981.90,35.29,19.25
2024-02-09T01:13:10,38.06,842.87,25.41,1478.17,5619.95,5035.08,36.74,19.21,0.5,1135.7,30.0,0.56,0.50,0.3758,840.2099,31.0000,48.25,23.32,981.89,43.84,23.91
2024-02-09T01:13:15,38.06,842.95,25.41,1478.29,5661.16,5072.08,58.11,30.38,0.5,1139.0,30.0,0.73,0.65,0.3759,840.3985,31.0000,48.25,23.32,981.87,35.29,19.25
2024-02-09T01:13:21,38.06,843.33,25.41,1478.93,5658.49,5069.77,58.11,30.38,0.5,1136.7,30.0,0.80,0.71,0.3759,840.3386,31.0000,48.26,23.32,981.86,27.59,15.05
2024-02-09T01:13:26,38.06,843.40,25.42,1479.08,5658.61,5069.77,43.65,22.82,0.5,1135.9,30.0,0.79,0.70,0.3759,840.4767,32.0000,48.25,23.32,981.88,35.29,19.25
2024-02-09T01:13:31,38.10,843.41,25.42,1479.14,5635.49,5048.95,58.11,30.38,0.5,1137.7,30.0,0.82,0.73,0.3758,840.2036,31.0000,48.25,23.32,981.90,51.52,28.10
2024-02-09T01:13:37,38.10,843.25,25.41,1478.86,5622.64,5037.39,29.17,15.25,0.5,1135.0,30.0,0.87,0.77,0.3759,840.4418,31.0000,48.26,23.32,981.91,27.59,15.05
2024-02-09T01:13:42,38.08,843.45,25.40,1479.15,5671.41,5081.33,43.65,22.82,0.5,1132.9,30.0,0.78,0.70,0.3760,840.6641,31.0000,48.27,23.32,981.86,35.29,19.25
2024-02-09T01:13:47,38.11,843.36,25.41,1479.01,5653.38,5065.14,50.53,26.42,0.5,1133.9,30.0,0.72,0.64,0.3758,840.3450,31.0000,48.26,23.32,981.87,51.52,28.10
2024-02-09T01:13:53,38.05,842.32,25.42,1477.18,5658.58,5069.77,37.43,19.57,0.5,1135.4,30.0,0.70,0.62,0.3757,840.0699,31.0000,48.25,23.32,981.87,35.29,19.25
2024-02-09T01:13:58,38.08,842.17,25.42,1476.97,5651.02,5062.83,51.22,26.78,0.5,1134.5,30.0,0.67,0.60,0.3758,840.2936,31.0000,48.24,23.31,981.87,27.59,15.05
2024-02-09T01:14:03,38.04,841.90,25.41,1476.49,5676.81,5085.95,36.74,19.21,0.5,1136.9,30.0,0.58,0.52,0.3759,840.4658,31.0000,48.23,23.31,981.87,19.05,10.39
2024-02-09T01:14:09,38.08,842.08,25.41,1476.83,5625.25,5039.70,58.11,30.38,0.5,1135.0,30.0,0.59,0.52,0.3760,840.6328,32.0000,48.22,23.32,981.92,35.29,19.25
2024-02-09T01:14:14,38.13,842.36,25.42,1477.28,5666.43,5076.70,65.68,34.34,0.5,1134.5,30.0,0.67,0.60,0.3759,840.5647,31.0000,48.22,23.32,981.89,19.05,10.39
2024-02-09T01:14:20,38.08,842.76,25.42,1477.98,5656.13,5067.45,44.34,23.18,0.5,1136.3,30.0,0.74,0.66,0.3759,840.5615,31.0000,48.20,23.32,981.90,35.29,19.25
2024-02-09T01:14:25,38.08,842.81,25.41,1478.07,5638.03,5051.27,58.11,30.38,0.5,1136.1,30.0,0.71,0.63,0.3759,840.4773,31.0000,48.20,23.31,981.86,35.29,19.25
2024-02-09T01:14:30,38.05,842.93,25.42,1478.27,5661.18,5072.08,58.11,30.38,0.5,1136.9,30.0,0.77,0.69,0.3759,840.4581,31.0000,48.20,23.32,981.88,35.29,19.25
2024-02-09T01:14:36,38.03,843.03,25.41,1478.45,5702.54,5109.08,51.22,26.78,0.5,1134.6,30.0,0.77,0.69,0.3759,840.4534,31.0000,48.17,23.31,981.86,51.52,28.10
2024-02-09T01:14:41,38.01,843.08,25.44,1478.61,5653.75,5065.14,36.75,19.21,0.5,1138.1,30.0,0.68,0.61,0.3760,840.8088,31.0000,48.16,23.31,981.90,27.59,15.05
2024-02-09T01:14:46,37.98,842.68,25.41,1477.86,5669.08,5079.02,36.74,19.21,0.5,1136.9,30.0,0.62,0.55,0.3760,840.6143,31.0000,48.12,23.31,981.87,42.98,23.44
