Room,Value,Time,Type
Ruum 2,1241.0,16:38 2023-05-25,CO2 ppm
Ruum 2,23.8,16:40 2023-05-25,t° C
Ruum 2,42.7,16:40 2023-05-25,RH %
Ruum 2,1244.0,16:41 2023-05-25,CO2 ppm
Ruum 2,1254.0,16:44 2023-05-25,CO2 ppm
Ruum 2,1257.0,16:47 2023-05-25,CO2 ppm
Ruum 2,1263.0,16:50 2023-05-25,CO2 ppm
Ruum 2,1265.0,16:53 2023-05-25,CO2 ppm
Ruum 2,42.7,16:55 2023-05-25,RH %
Ruum 2,23.9,16:55 2023-05-25,t° C
Ruum 2,1271.0,16:56 2023-05-25,CO2 ppm
Ruum 2,1276.0,16:59 2023-05-25,CO2 ppm
Ruum 2,1281.0,17:02 2023-05-25,CO2 ppm
Ruum 2,1285.0,17:05 2023-05-25,CO2 ppm
Ruum 2,1289.0,17:08 2023-05-25,CO2 ppm
Ruum 2,42.6,17:10 2023-05-25,RH %
Ruum 2,23.9,17:10 2023-05-25,t° C
Ruum 2,1294.0,17:11 2023-05-25,CO2 ppm
Ruum 2,1292.0,17:14 2023-05-25,CO2 ppm
Ruum 2,1288.0,17:17 2023-05-25,CO2 ppm
Ruum 2,1293.0,17:20 2023-05-25,CO2 ppm
Ruum 2,1300.0,17:23 2023-05-25,CO2 ppm
Ruum 2,23.9,17:25 2023-05-25,t° C
Ruum 2,42.6,17:25 2023-05-25,RH %
Ruum 2,1304.0,17:26 2023-05-25,CO2 ppm
Ruum 2,1304.0,17:29 2023-05-25,CO2 ppm
Ruum 2,1305.0,17:32 2023-05-25,CO2 ppm
Ruum 2,1301.0,17:35 2023-05-25,CO2 ppm
Ruum 2,1260.0,17:38 2023-05-25,CO2 ppm
Ruum 2,24.0,17:40 2023-05-25,t° C
Ruum 2,42.2,17:40 2023-05-25,RH %
Ruum 2,1247.0,17:41 2023-05-25,CO2 ppm
Ruum 2,1245.0,17:44 2023-05-25,CO2 ppm
Ruum 2,1241.0,17:47 2023-05-25,CO2 ppm
Ruum 2,1244.0,17:50 2023-05-25,CO2 ppm
Ruum 2,1246.0,17:53 2023-05-25,CO2 ppm
Ruum 2,42.1,17:55 2023-05-25,RH %
Ruum 2,24.0,17:55 2023-05-25,t° C
Ruum 2,1245.0,17:56 2023-05-25,CO2 ppm
Ruum 2,1246.0,17:59 2023-05-25,CO2 ppm
Ruum 2,1248.0,18:02 2023-05-25,CO2 ppm
Ruum 2,1243.0,18:05 2023-05-25,CO2 ppm
Ruum 2,1244.0,18:08 2023-05-25,CO2 ppm
Ruum 2,24.0,18:10 2023-05-25,t° C
Ruum 2,42.1,18:10 2023-05-25,RH %
Ruum 2,1258.0,18:11 2023-05-25,CO2 ppm
Ruum 2,1260.0,18:14 2023-05-25,CO2 ppm
Ruum 2,1267.0,18:17 2023-05-25,CO2 ppm
Ruum 2,1275.0,18:20 2023-05-25,CO2 ppm
Ruum 2,1276.0,18:23 2023-05-25,CO2 ppm
Ruum 2,42.1,18:25 2023-05-25,RH %
Ruum 2,24.0,18:25 2023-05-25,t° C
Ruum 2,1276.0,18:26 2023-05-25,CO2 ppm
Ruum 2,1276.0,18:29 2023-05-25,CO2 ppm
Ruum 2,1277.0,18:32 2023-05-25,CO2 ppm
Ruum 2,1282.0,18:35 2023-05-25,CO2 ppm
Ruum 2,1280.0,18:38 2023-05-25,CO2 ppm
Ruum 2,42.1,18:40 2023-05-25,RH %
Ruum 2,24.0,18:40 2023-05-25,t° C
Ruum 2,1279.0,18:41 2023-05-25,CO2 ppm
Ruum 2,1285.0,18:44 2023-05-25,CO2 ppm
Ruum 2,1294.0,18:47 2023-05-25,CO2 ppm
Ruum 2,1298.0,18:50 2023-05-25,CO2 ppm
Ruum 2,1297.0,18:53 2023-05-25,CO2 ppm
Ruum 2,24.0,18:55 2023-05-25,t° C
Ruum 2,42.2,18:55 2023-05-25,RH %
Ruum 2,1307.0,18:56 2023-05-25,CO2 ppm
Ruum 2,1314.0,18:59 2023-05-25,CO2 ppm
Ruum 2,1279.0,19:02 2023-05-25,CO2 ppm
Ruum 2,1220.0,19:05 2023-05-25,CO2 ppm
Ruum 2,1212.0,19:08 2023-05-25,CO2 ppm
Ruum 2,24.0,19:10 2023-05-25,t° C
Ruum 2,42.0,19:10 2023-05-25,RH %
Ruum 2,1213.0,19:11 2023-05-25,CO2 ppm
Ruum 2,1213.0,19:14 2023-05-25,CO2 ppm
Ruum 2,1208.0,19:17 2023-05-25,CO2 ppm
Ruum 2,1210.0,19:20 2023-05-25,CO2 ppm
Ruum 2,1208.0,19:23 2023-05-25,CO2 ppm
Ruum 2,24.0,19:25 2023-05-25,t° C
Ruum 2,42.2,19:25 2023-05-25,RH %
Ruum 2,1208.0,19:26 2023-05-25,CO2 ppm
Ruum 2,1211.0,19:29 2023-05-25,CO2 ppm
Ruum 2,1208.0,19:32 2023-05-25,CO2 ppm
Ruum 2,1207.0,19:35 2023-05-25,CO2 ppm
Ruum 2,1204.0,19:38 2023-05-25,CO2 ppm
Ruum 2,42.3,19:40 2023-05-25,RH %
Ruum 2,23.9,19:40 2023-05-25,t° C
Ruum 2,1207.0,19:41 2023-05-25,CO2 ppm
Ruum 2,1206.0,19:44 2023-05-25,CO2 ppm
Ruum 2,1202.0,19:47 2023-05-25,CO2 ppm
Ruum 2,1203.0,19:50 2023-05-25,CO2 ppm
Ruum 2,1203.0,19:53 2023-05-25,CO2 ppm
Ruum 2,42.5,19:55 2023-05-25,RH %
Ruum 2,23.9,19:55 2023-05-25,t° C
Ruum 2,1198.0,19:56 2023-05-25,CO2 ppm
Ruum 2,1206.0,19:59 2023-05-25,CO2 ppm
Ruum 2,1210.0,20:02 2023-05-25,CO2 ppm
Ruum 2,1199.0,20:05 2023-05-25,CO2 ppm
Ruum 2,1192.0,20:08 2023-05-25,CO2 ppm
Ruum 2,23.8,20:10 2023-05-25,t° C
Ruum 2,42.6,20:10 2023-05-25,RH %
Ruum 2,1196.0,20:11 2023-05-25,CO2 ppm
Ruum 2,1196.0,20:14 2023-05-25,CO2 ppm
Ruum 2,1196.0,20:17 2023-05-25,CO2 ppm
Ruum 2,1198.0,20:20 2023-05-25,CO2 ppm
Ruum 2,1194.0,20:23 2023-05-25,CO2 ppm
Ruum 2,23.8,20:25 2023-05-25,t° C
Ruum 2,42.7,20:25 2023-05-25,RH %
Ruum 2,1193.0,20:26 2023-05-25,CO2 ppm
Ruum 2,1192.0,20:29 2023-05-25,CO2 ppm
Ruum 2,1189.0,20:32 2023-05-25,CO2 ppm
Ruum 2,1185.0,20:35 2023-05-25,CO2 ppm
Ruum 2,1185.0,20:38 2023-05-25,CO2 ppm
Ruum 2,23.7,20:40 2023-05-25,t° C
Ruum 2,42.9,20:40 2023-05-25,RH %
Ruum 2,1190.0,20:41 2023-05-25,CO2 ppm
Ruum 2,1189.0,20:44 2023-05-25,CO2 ppm
Ruum 2,1187.0,20:47 2023-05-25,CO2 ppm
Ruum 2,1195.0,20:50 2023-05-25,CO2 ppm
Ruum 2,1195.0,20:53 2023-05-25,CO2 ppm
Ruum 2,42.9,20:55 2023-05-25,RH %
Ruum 2,23.7,20:55 2023-05-25,t° C
Ruum 2,1188.0,20:56 2023-05-25,CO2 ppm
Ruum 2,1185.0,20:59 2023-05-25,CO2 ppm
Ruum 2,1183.0,21:02 2023-05-25,CO2 ppm
Ruum 2,1181.0,21:05 2023-05-25,CO2 ppm
Ruum 2,1182.0,21:08 2023-05-25,CO2 ppm
Ruum 2,43.0,21:10 2023-05-25,RH %
Ruum 2,23.6,21:10 2023-05-25,t° C
Ruum 2,1180.0,21:11 2023-05-25,CO2 ppm
Ruum 2,1177.0,21:14 2023-05-25,CO2 ppm
Ruum 2,1177.0,21:17 2023-05-25,CO2 ppm
Ruum 2,1175.0,21:20 2023-05-25,CO2 ppm
Ruum 2,1173.0,21:23 2023-05-25,CO2 ppm
Ruum 2,23.6,21:25 2023-05-25,t° C
Ruum 2,43.1,21:25 2023-05-25,RH %
Ruum 2,1171.0,21:26 2023-05-25,CO2 ppm
Ruum 2,1170.0,21:29 2023-05-25,CO2 ppm
Ruum 2,1171.0,21:32 2023-05-25,CO2 ppm
Ruum 2,1171.0,21:35 2023-05-25,CO2 ppm
Ruum 2,1172.0,21:38 2023-05-25,CO2 ppm
Ruum 2,43.3,21:40 2023-05-25,RH %
Ruum 2,23.5,21:40 2023-05-25,t° C
Ruum 2,1171.0,21:41 2023-05-25,CO2 ppm
Ruum 2,1172.0,21:44 2023-05-25,CO2 ppm
Ruum 2,1174.0,21:47 2023-05-25,CO2 ppm
Ruum 2,1171.0,21:50 2023-05-25,CO2 ppm
Ruum 2,1169.0,21:53 2023-05-25,CO2 ppm
Ruum 2,43.4,21:55 2023-05-25,RH %
Ruum 2,23.4,21:55 2023-05-25,t° C
Ruum 2,1172.0,21:56 2023-05-25,CO2 ppm
Ruum 2,1170.0,21:59 2023-05-25,CO2 ppm
Ruum 2,1172.0,22:02 2023-05-25,CO2 ppm
Ruum 2,1170.0,22:05 2023-05-25,CO2 ppm
Ruum 2,1168.0,22:08 2023-05-25,CO2 ppm
Ruum 2,43.5,22:10 2023-05-25,RH %
Ruum 2,23.4,22:10 2023-05-25,t° C
Ruum 2,1170.0,22:11 2023-05-25,CO2 ppm
Ruum 2,1175.0,22:14 2023-05-25,CO2 ppm
Ruum 2,1177.0,22:17 2023-05-25,CO2 ppm
Ruum 2,1175.0,22:20 2023-05-25,CO2 ppm
Ruum 2,1174.0,22:23 2023-05-25,CO2 ppm
Ruum 2,23.3,22:25 2023-05-25,t° C
Ruum 2,43.6,22:25 2023-05-25,RH %
Ruum 2,1171.0,22:26 2023-05-25,CO2 ppm
Ruum 2,1161.0,22:29 2023-05-25,CO2 ppm
Ruum 2,1159.0,22:32 2023-05-25,CO2 ppm
Ruum 2,1159.0,22:35 2023-05-25,CO2 ppm
Ruum 2,1163.0,22:38 2023-05-25,CO2 ppm
Ruum 2,43.8,22:40 2023-05-25,RH %
Ruum 2,23.3,22:40 2023-05-25,t° C
Ruum 2,1169.0,22:41 2023-05-25,CO2 ppm
Ruum 2,1166.0,22:44 2023-05-25,CO2 ppm
Ruum 2,1165.0,22:47 2023-05-25,CO2 ppm
Ruum 2,1167.0,22:50 2023-05-25,CO2 ppm
Ruum 2,1162.0,22:53 2023-05-25,CO2 ppm
Ruum 2,43.9,22:55 2023-05-25,RH %
Ruum 2,23.2,22:55 2023-05-25,t° C
Ruum 2,1165.0,22:56 2023-05-25,CO2 ppm
Ruum 2,1167.0,22:59 2023-05-25,CO2 ppm
Ruum 2,1165.0,23:02 2023-05-25,CO2 ppm
Ruum 2,1162.0,23:05 2023-05-25,CO2 ppm
Ruum 2,1157.0,23:08 2023-05-25,CO2 ppm
Ruum 2,23.2,23:10 2023-05-25,t° C
Ruum 2,43.9,23:10 2023-05-25,RH %
Ruum 2,1159.0,23:11 2023-05-25,CO2 ppm
Ruum 2,1159.0,23:14 2023-05-25,CO2 ppm
Ruum 2,1160.0,23:17 2023-05-25,CO2 ppm
Ruum 2,1155.0,23:20 2023-05-25,CO2 ppm
Ruum 2,1157.0,23:23 2023-05-25,CO2 ppm
Ruum 2,44.1,23:25 2023-05-25,RH %
Ruum 2,23.1,23:25 2023-05-25,t° C
Ruum 2,1158.0,23:26 2023-05-25,CO2 ppm
Ruum 2,1156.0,23:29 2023-05-25,CO2 ppm
Ruum 2,1152.0,23:32 2023-05-25,CO2 ppm
Ruum 2,1151.0,23:35 2023-05-25,CO2 ppm
Ruum 2,1152.0,23:38 2023-05-25,CO2 ppm
Ruum 2,44.1,23:40 2023-05-25,RH %
Ruum 2,23.1,23:40 2023-05-25,t° C
Ruum 2,1153.0,23:41 2023-05-25,CO2 ppm
Ruum 2,1154.0,23:44 2023-05-25,CO2 ppm
Ruum 2,1153.0,23:47 2023-05-25,CO2 ppm
Ruum 2,1152.0,23:50 2023-05-25,CO2 ppm
Ruum 2,1151.0,23:53 2023-05-25,CO2 ppm
Ruum 2,23.0,23:55 2023-05-25,t° C
Ruum 2,44.2,23:55 2023-05-25,RH %
Ruum 2,1148.0,23:56 2023-05-25,CO2 ppm
Ruum 2,1146.0,23:59 2023-05-25,CO2 ppm
Ruum 2,1143.0,00:02 2023-05-26,CO2 ppm
Ruum 2,1143.0,00:05 2023-05-26,CO2 ppm
Ruum 2,1144.0,00:08 2023-05-26,CO2 ppm
Ruum 2,44.3,00:10 2023-05-26,RH %
Ruum 2,23.0,00:10 2023-05-26,t° C
Ruum 2,1146.0,00:11 2023-05-26,CO2 ppm
Ruum 2,1146.0,00:14 2023-05-26,CO2 ppm
Ruum 2,1147.0,00:17 2023-05-26,CO2 ppm
Ruum 2,1144.0,00:20 2023-05-26,CO2 ppm
Ruum 2,1149.0,00:22 2023-05-26,CO2 ppm
Ruum 2,1155.0,00:23 2023-05-26,CO2 ppm
Ruum 2,44.3,00:25 2023-05-26,RH %
Ruum 2,23.0,00:25 2023-05-26,t° C
Ruum 2,1141.0,00:26 2023-05-26,CO2 ppm
Ruum 2,1137.0,00:29 2023-05-26,CO2 ppm
Ruum 2,1141.0,00:32 2023-05-26,CO2 ppm
Ruum 2,1137.0,00:35 2023-05-26,CO2 ppm
Ruum 2,1137.0,00:38 2023-05-26,CO2 ppm
Ruum 2,22.9,00:40 2023-05-26,t° C
Ruum 2,44.4,00:40 2023-05-26,RH %
Ruum 2,1139.0,00:41 2023-05-26,CO2 ppm
Ruum 2,1137.0,00:44 2023-05-26,CO2 ppm
Ruum 2,1138.0,00:47 2023-05-26,CO2 ppm
Ruum 2,1134.0,00:50 2023-05-26,CO2 ppm
Ruum 2,1134.0,00:53 2023-05-26,CO2 ppm
Ruum 2,22.9,00:55 2023-05-26,t° C
Ruum 2,44.4,00:55 2023-05-26,RH %
Ruum 2,1131.0,00:56 2023-05-26,CO2 ppm
Ruum 2,1133.0,00:59 2023-05-26,CO2 ppm
Ruum 2,1134.0,01:02 2023-05-26,CO2 ppm
Ruum 2,1135.0,01:05 2023-05-26,CO2 ppm
Ruum 2,1131.0,01:08 2023-05-26,CO2 ppm
Ruum 2,22.8,01:10 2023-05-26,t° C
Ruum 2,44.6,01:10 2023-05-26,RH %
Ruum 2,1128.0,01:11 2023-05-26,CO2 ppm
Ruum 2,1133.0,01:14 2023-05-26,CO2 ppm
Ruum 2,1130.0,01:17 2023-05-26,CO2 ppm
Ruum 2,1130.0,01:20 2023-05-26,CO2 ppm
Ruum 2,1135.0,01:23 2023-05-26,CO2 ppm
Ruum 2,44.6,01:25 2023-05-26,RH %
Ruum 2,22.8,01:25 2023-05-26,t° C
Ruum 2,1132.0,01:26 2023-05-26,CO2 ppm
Ruum 2,1129.0,01:29 2023-05-26,CO2 ppm
Ruum 2,1130.0,01:32 2023-05-26,CO2 ppm
Ruum 2,1124.0,01:35 2023-05-26,CO2 ppm
Ruum 2,1121.0,01:38 2023-05-26,CO2 ppm
Ruum 2,22.8,01:40 2023-05-26,t° C
Ruum 2,44.7,01:40 2023-05-26,RH %
Ruum 2,1112.0,01:41 2023-05-26,CO2 ppm
Ruum 2,1113.0,01:44 2023-05-26,CO2 ppm
Ruum 2,1114.0,01:47 2023-05-26,CO2 ppm
Ruum 2,1114.0,01:50 2023-05-26,CO2 ppm
Ruum 2,1117.0,01:53 2023-05-26,CO2 ppm
Ruum 2,44.7,01:55 2023-05-26,RH %
Ruum 2,22.7,01:55 2023-05-26,t° C
Ruum 2,1115.0,01:56 2023-05-26,CO2 ppm
Ruum 2,1116.0,01:59 2023-05-26,CO2 ppm
Ruum 2,1116.0,02:02 2023-05-26,CO2 ppm
Ruum 2,1121.0,02:05 2023-05-26,CO2 ppm
Ruum 2,1124.0,02:07 2023-05-26,CO2 ppm
Ruum 2,44.7,02:10 2023-05-26,RH %
Ruum 2,22.7,02:10 2023-05-26,t° C
Ruum 2,1121.0,02:10 2023-05-26,CO2 ppm
Ruum 2,1117.0,02:13 2023-05-26,CO2 ppm
Ruum 2,1117.0,02:16 2023-05-26,CO2 ppm
Ruum 2,1113.0,02:19 2023-05-26,CO2 ppm
Ruum 2,1111.0,02:22 2023-05-26,CO2 ppm
Ruum 2,22.6,02:25 2023-05-26,t° C
Ruum 2,44.7,02:25 2023-05-26,RH %
Ruum 2,1109.0,02:25 2023-05-26,CO2 ppm
Ruum 2,1107.0,02:28 2023-05-26,CO2 ppm
Ruum 2,1110.0,02:31 2023-05-26,CO2 ppm
Ruum 2,1111.0,02:34 2023-05-26,CO2 ppm
Ruum 2,1108.0,02:38 2023-05-26,CO2 ppm
Ruum 2,22.6,02:40 2023-05-26,t° C
Ruum 2,44.8,02:40 2023-05-26,RH %
Ruum 2,1104.0,02:41 2023-05-26,CO2 ppm
Ruum 2,1106.0,02:44 2023-05-26,CO2 ppm
Ruum 2,1107.0,02:47 2023-05-26,CO2 ppm
Ruum 2,1103.0,02:50 2023-05-26,CO2 ppm
Ruum 2,1102.0,02:52 2023-05-26,CO2 ppm
Ruum 2,44.8,02:55 2023-05-26,RH %
Ruum 2,22.6,02:55 2023-05-26,t° C
Ruum 2,1106.0,02:55 2023-05-26,CO2 ppm
Ruum 2,1112.0,02:58 2023-05-26,CO2 ppm
Ruum 2,1102.0,03:01 2023-05-26,CO2 ppm
Ruum 2,1104.0,03:04 2023-05-26,CO2 ppm
Ruum 2,1108.0,03:08 2023-05-26,CO2 ppm
Ruum 2,22.6,03:10 2023-05-26,t° C
Ruum 2,44.9,03:10 2023-05-26,RH %
Ruum 2,1106.0,03:11 2023-05-26,CO2 ppm
Ruum 2,1113.0,03:14 2023-05-26,CO2 ppm
Ruum 2,1104.0,03:17 2023-05-26,CO2 ppm
Ruum 2,1103.0,03:20 2023-05-26,CO2 ppm
Ruum 2,1103.0,03:22 2023-05-26,CO2 ppm
Ruum 2,44.9,03:25 2023-05-26,RH %
Ruum 2,22.5,03:25 2023-05-26,t° C
Ruum 2,1102.0,03:25 2023-05-26,CO2 ppm
Ruum 2,1098.0,03:28 2023-05-26,CO2 ppm
Ruum 2,1096.0,03:31 2023-05-26,CO2 ppm
Ruum 2,1101.0,03:34 2023-05-26,CO2 ppm
Ruum 2,1100.0,03:37 2023-05-26,CO2 ppm
Ruum 2,22.5,03:40 2023-05-26,t° C
Ruum 2,44.9,03:40 2023-05-26,RH %
Ruum 2,1096.0,03:40 2023-05-26,CO2 ppm
Ruum 2,1091.0,03:43 2023-05-26,CO2 ppm
Ruum 2,1092.0,03:46 2023-05-26,CO2 ppm
Ruum 2,1093.0,03:49 2023-05-26,CO2 ppm
Ruum 2,1092.0,03:52 2023-05-26,CO2 ppm
Ruum 2,44.9,03:55 2023-05-26,RH %
Ruum 2,22.5,03:55 2023-05-26,t° C
Ruum 2,1094.0,03:55 2023-05-26,CO2 ppm
Ruum 2,1091.0,03:58 2023-05-26,CO2 ppm
Ruum 2,1088.0,04:01 2023-05-26,CO2 ppm
