timestamp(UTC),NetPM-PM25,NetPM-PM10,NetCO2-HUM,NetCO2-CO2,NetCO2-TEMP,NetCO2-CO2_ug,NetPid_P1-PPM,NetPid_P1-PPB_ug,NetPid_P1-TEMP,NetBME280-PERC,NetBME280-TEMP_EXT,NetBME280-HPA,NetADC_NO2-NO2,NetADC_NO2-NO2_ug
2024-02-26T12:56:41,1.46,1.65,43.06,1231.60,24.81,2179.99,0.4142,934.7840,25.0000,47.76,23.40,991.29,1.43,2.65
2024-02-26T12:56:46,1.41,1.59,42.98,1229.73,24.81,2176.55,0.4084,921.5182,25.0000,47.82,23.41,991.26,0.96,1.78
2024-02-26T12:56:51,1.48,1.66,42.98,1226.44,24.84,2170.61,0.4030,909.3315,25.0000,47.73,23.42,991.24,14.58,26.98
2024-02-26T12:56:56,1.44,1.61,42.92,1224.00,24.87,2166.27,0.3975,897.0209,26.0000,47.68,23.43,991.27,0.96,1.78
2024-02-26T12:57:01,1.45,1.63,42.80,1220.80,24.89,2160.51,0.3923,885.2147,26.0000,47.32,23.44,991.26,5.18,9.58
2024-02-26T12:57:06,1.49,1.67,42.41,1215.73,24.90,2151.40,0.3838,866.0255,26.0000,46.52,23.45,991.22,-3.74,-6.92
2024-02-26T12:57:11,1.48,1.65,42.04,1206.51,24.90,2135.07,0.3776,851.9911,26.0000,46.26,23.45,991.22,0.96,1.78
2024-02-26T12:57:16,1.43,1.59,41.78,1161.90,24.91,2056.01,0.3744,844.6665,26.0000,46.19,23.47,991.23,10.35,19.15
2024-02-26T12:57:21,1.37,1.51,41.76,1123.75,24.93,1988.46,0.3715,838.0471,26.0000,46.58,23.48,991.24,14.58,26.97
2024-02-26T12:57:26,1.36,1.51,42.05,1109.01,24.97,1962.34,0.3711,837.0827,26.0000,46.88,23.49,991.26,1.43,2.65
2024-02-26T12:57:31,1.24,1.37,42.19,1120.97,24.98,1983.37,0.3699,834.4235,26.0000,47.02,23.50,991.23,10.35,19.14
2024-02-26T12:57:36,1.26,1.39,42.27,1136.62,25.01,2011.02,0.3681,830.2790,26.0000,46.97,23.51,991.24,10.35,19.14
2024-02-26T12:57:41,1.29,1.45,42.15,1143.78,25.00,2023.55,0.3652,823.6968,26.0000,46.76,23.52,991.20,10.35,19.14
2024-02-26T12:57:46,1.34,1.49,42.09,1149.20,25.04,2033.14,0.3630,818.7978,26.0000,46.92,23.53,991.24,9.88,18.27
2024-02-26T12:57:51,1.40,1.56,42.07,1153.71,25.04,2041.09,0.3604,812.9323,26.0000,46.84,23.54,991.26,-3.27,-6.05
2024-02-26T12:57:56,1.47,1.63,41.97,1155.66,25.07,2044.44,0.3577,806.7881,26.0000,46.73,23.55,991.24,9.88,18.27
2024-02-26T12:58:01,1.62,1.80,41.87,1155.04,25.07,2043.38,0.3559,802.7488,26.0000,46.71,23.55,991.26,-3.27,-6.05
2024-02-26T12:58:06,1.66,1.85,41.85,1156.40,25.13,2045.67,0.3544,799.1890,26.0000,46.70,23.57,991.27,15.05,27.83
2024-02-26T12:58:11,1.77,1.98,41.78,1153.99,25.11,2041.34,0.3531,796.3894,26.0000,46.63,23.57,991.24,0.96,1.78
2024-02-26T12:58:16,1.81,2.04,41.85,1151.31,25.14,2036.52,0.3515,792.7451,26.0000,46.70,23.58,991.23,-34.26,-63.36
2024-02-26T12:58:21,1.74,1.96,41.99,1147.79,25.13,2030.25,0.3511,791.8599,27.0000,46.97,23.59,991.25,10.35,19.14
2024-02-26T12:58:26,1.78,2.01,42.09,1146.80,25.17,2028.35,0.3505,790.4547,27.0000,47.14,23.61,991.24,29.13,53.86
2024-02-26T12:58:31,1.84,2.09,42.25,1148.35,25.17,2031.02,0.3529,795.7950,27.0000,47.79,23.63,991.27,-7.50,-13.87
2024-02-26T12:58:36,1.87,2.13,42.53,1154.40,25.17,2041.65,0.3524,794.5894,27.0000,47.57,23.63,991.24,5.65,10.45
2024-02-26T12:58:41,1.73,1.97,42.59,1166.57,25.18,2063.04,0.3489,786.7090,27.0000,47.52,23.65,991.24,15.05,27.83
2024-02-26T12:58:46,1.71,1.95,42.68,1311.75,25.24,2319.72,0.3506,790.4525,27.0000,48.24,23.67,991.28,10.82,20.00
2024-02-26T12:58:51,1.68,1.91,43.03,1341.76,25.25,2372.74,0.3507,790.7024,27.0000,48.36,23.67,991.26,15.05,27.82
2024-02-26T12:58:56,1.66,1.88,43.25,1351.26,25.24,2389.42,0.3494,787.8055,27.0000,48.45,23.69,991.27,15.05,27.82
2024-02-26T12:59:01,1.52,1.73,43.17,1373.30,25.25,2428.38,0.3462,780.5723,27.0000,48.15,23.70,991.30,1.43,2.64
2024-02-26T12:59:06,1.42,1.61,43.02,1376.61,25.28,2434.03,0.3449,777.5426,27.0000,48.01,23.71,991.25,5.65,10.44
2024-02-26T12:59:11,1.36,1.55,42.86,1378.84,25.28,2437.84,0.3430,773.1760,27.0000,47.74,23.73,991.27,15.05,27.82
2024-02-26T12:59:16,1.28,1.45,42.65,1371.14,25.34,2424.20,0.3413,769.2812,27.0000,47.69,23.74,991.29,19.27,35.62
2024-02-26T12:59:21,1.14,1.29,42.61,1374.73,25.32,2430.44,0.3399,766.2060,27.0000,47.62,23.75,991.28,6.12,11.31
2024-02-26T12:59:26,1.10,1.25,42.54,1378.15,25.32,2436.38,0.3392,764.4226,27.0000,47.51,23.76,991.27,5.65,10.44
2024-02-26T12:59:31,1.08,1.22,42.47,1376.19,25.37,2432.82,0.3383,762.4760,27.0000,47.49,23.78,991.29,10.35,19.13
2024-02-26T12:59:36,1.11,1.26,42.41,1371.15,25.39,2423.86,0.3377,761.1075,27.0000,47.49,23.79,991.31,5.65,10.44
2024-02-26T12:59:41,1.22,1.38,42.41,1365.00,25.41,2412.91,0.3373,760.0631,27.0000,47.44,23.80,991.31,-7.50,-13.86
2024-02-26T12:59:46,1.32,1.49,42.37,1360.29,25.42,2404.45,0.3366,758.5227,27.0000,47.38,23.82,991.32,5.65,10.44
2024-02-26T12:59:51,1.29,1.46,42.32,1354.06,25.42,2393.37,0.3361,757.3436,27.0000,47.38,23.83,991.33,19.27,35.61
2024-02-26T12:59:56,1.27,1.44,42.31,1340.82,25.44,2369.92,0.3352,755.4226,27.0000,47.38,23.84,991.34,0.96,1.77
2024-02-26T13:00:01,1.38,1.56,42.34,1334.00,25.45,2357.76,0.3346,753.9787,27.0000,47.39,23.85,991.33,14.58,26.94
2024-02-26T13:00:06,1.44,1.63,42.33,1337.52,25.46,2363.90,0.3341,752.7762,27.0000,47.36,23.86,991.33,15.05,27.81
2024-02-26T13:00:11,1.64,1.86,42.25,1340.90,25.48,2369.79,0.3334,751.1824,28.0000,47.10,23.87,991.33,10.35,19.12
2024-02-26T13:00:16,1.65,1.87,42.05,1344.00,25.46,2375.18,0.3327,749.7061,27.0000,47.09,23.88,991.32,5.65,10.44
2024-02-26T13:00:21,1.53,1.73,42.00,1338.80,25.49,2365.87,0.3319,747.7560,28.0000,46.93,23.89,991.30,0.96,1.77
2024-02-26T13:00:26,1.51,1.70,41.89,1329.54,25.48,2349.49,0.3311,745.8734,28.0000,47.00,23.90,991.34,5.65,10.44
2024-02-26T13:00:31,1.42,1.60,41.90,1311.36,25.50,2317.16,0.3303,744.1437,28.0000,47.06,23.91,991.28,10.35,19.12
2024-02-26T13:00:36,1.30,1.47,42.01,1290.98,25.52,2281.16,0.3303,744.0011,28.0000,47.07,23.92,991.32,10.35,19.12
2024-02-26T13:00:41,1.24,1.40,42.07,1276.43,25.56,2255.21,0.3297,742.7083,28.0000,47.20,23.94,991.28,15.05,27.80
2024-02-26T13:00:46,1.32,1.50,42.12,1268.16,25.55,2240.63,0.3309,745.4874,28.0000,47.41,23.95,991.33,19.27,35.59
2024-02-26T13:00:51,1.37,1.55,42.15,1266.87,25.58,2238.33,0.3292,741.4811,28.0000,47.27,23.95,991.32,19.27,35.59
2024-02-26T13:00:56,1.32,1.49,42.14,1264.06,25.59,2233.27,0.3281,738.9363,28.0000,47.15,23.96,991.31,5.18,9.57
2024-02-26T13:01:01,1.24,1.39,41.91,1263.80,25.59,2232.82,0.3263,735.0081,28.0000,46.69,23.96,991.31,-7.96,-14.70
2024-02-26T13:01:06,1.32,1.48,41.58,1264.68,25.61,2234.22,0.3250,731.9975,28.0000,46.46,23.98,991.31,1.43,2.64
2024-02-26T13:01:11,1.34,1.51,41.34,1264.02,25.65,2233.09,0.3246,731.0377,28.0000,46.47,23.98,991.33,14.58,26.93
2024-02-26T13:01:16,1.42,1.60,41.26,1265.95,25.63,2236.44,0.3243,730.3518,28.0000,46.35,23.99,991.33,10.35,19.12
2024-02-26T13:01:21,1.50,1.69,41.23,1266.78,25.65,2237.90,0.3238,729.2615,28.0000,46.32,24.00,991.36,10.35,19.12
2024-02-26T13:01:26,1.57,1.77,41.18,1268.59,25.66,2240.99,0.3235,728.6188,28.0000,46.27,24.01,991.35,-12.19,-22.51
2024-02-26T13:01:31,1.52,1.71,41.17,1266.77,25.66,2237.67,0.3231,727.7494,28.0000,46.17,24.02,991.33,-3.27,-6.04
2024-02-26T13:01:36,1.53,1.72,41.16,1268.32,25.70,2240.35,0.3223,725.7312,28.0000,46.04,24.03,991.34,5.65,10.43
2024-02-26T13:01:41,1.46,1.64,41.05,1267.07,25.69,2238.18,0.3215,724.0398,28.0000,46.06,24.04,991.40,5.65,10.43
2024-02-26T13:01:46,1.31,1.47,40.98,1265.56,25.66,2235.26,0.3218,724.7295,28.0000,46.09,24.05,991.32,14.58,26.92
2024-02-26T13:01:51,1.43,1.60,41.05,1263.36,25.70,2231.35,0.3234,728.2271,28.0000,46.13,24.06,991.34,9.88,18.24
2024-02-26T13:01:56,1.53,1.72,41.04,1260.93,25.69,2227.08,0.3228,726.8644,28.0000,46.10,24.06,991.35,9.88,18.24
2024-02-26T13:02:01,1.49,1.67,41.04,1259.82,25.72,2225.06,0.3214,723.6839,28.0000,46.11,24.07,991.36,5.65,10.43
2024-02-26T13:02:06,1.49,1.67,41.06,1258.87,25.70,2223.36,0.3208,722.4500,28.0000,46.13,24.07,991.34,1.43,2.64
2024-02-26T13:02:11,1.43,1.61,41.04,1258.81,25.72,2223.15,0.3195,719.3954,28.0000,46.12,24.08,991.34,14.58,26.92
2024-02-26T13:02:16,1.34,1.50,41.04,1259.49,25.72,2224.32,0.3192,718.6381,28.0000,46.10,24.09,991.35,14.58,26.92
2024-02-26T13:02:21,1.37,1.53,41.03,1261.41,25.77,2227.63,0.3189,718.0471,28.0000,46.12,24.10,991.35,9.88,18.24
2024-02-26T13:02:26,1.37,1.54,40.99,1262.53,25.77,2229.58,0.3186,717.4195,28.0000,45.93,24.11,991.37,14.58,26.92
2024-02-26T13:02:31,1.50,1.68,40.88,1262.64,25.76,2229.76,0.3186,717.2846,28.0000,45.90,24.11,991.36,5.65,10.43
2024-02-26T13:02:36,1.57,1.76,40.84,1261.14,25.79,2227.00,0.3194,719.1369,28.0000,45.85,24.12,991.35,14.58,26.92
2024-02-26T13:02:41,1.57,1.77,40.78,1259.02,25.77,2223.16,0.3173,714.2189,28.0000,45.70,24.14,991.37,1.43,2.64
2024-02-26T13:02:46,1.62,1.83,40.63,1256.79,25.79,2219.16,0.3167,713.0375,28.0000,45.78,24.14,991.34,0.96,1.77
2024-02-26T13:02:51,1.48,1.67,40.68,1250.96,25.79,2208.83,0.3166,712.8258,28.0000,45.80,24.15,991.36,9.88,18.24
2024-02-26T13:02:56,1.41,1.59,40.64,1248.15,25.82,2203.89,0.3169,713.4131,28.0000,45.76,24.15,991.37,9.88,18.24
2024-02-26T13:03:01,1.34,1.52,40.66,1242.82,25.80,2194.49,0.3159,711.2640,28.0000,45.67,24.15,991.38,10.35,19.11
2024-02-26T13:03:06,1.34,1.51,40.63,1237.65,25.84,2185.25,0.3151,709.2884,28.0000,45.61,24.17,991.39,14.58,26.91
2024-02-26T13:03:11,1.31,1.47,40.63,1235.34,25.86,2181.13,0.3150,709.0592,28.0000,45.64,24.17,991.37,14.58,26.91
2024-02-26T13:03:16,1.41,1.59,40.67,1232.16,25.83,2175.45,0.3141,707.0697,28.0000,45.66,24.18,991.38,5.65,10.43
2024-02-26T13:03:21,2.57,2.91,40.67,1230.19,25.84,2171.89,0.3136,705.9153,28.0000,45.60,24.19,991.37,5.18,9.56
2024-02-26T13:03:26,2.32,2.62,40.65,1230.60,25.86,2172.54,0.3128,704.1091,29.0000,45.51,24.19,991.34,9.88,18.24
2024-02-26T13:03:31,2.04,2.31,40.55,1230.30,25.83,2171.99,0.3128,704.0700,29.0000,45.60,24.20,991.36,5.65,10.43
2024-02-26T13:03:36,1.88,2.13,40.53,1230.22,25.87,2171.77,0.3128,704.0025,29.0000,45.62,24.21,991.36,-3.74,-6.90
2024-02-26T13:03:41,1.86,2.11,40.58,1229.49,25.87,2170.43,0.3120,702.2135,29.0000,45.51,24.22,991.37,10.35,19.10
2024-02-26T13:03:46,1.88,2.13,40.65,1228.54,25.89,2168.65,0.3118,701.6169,29.0000,45.55,24.23,991.35,14.58,26.91
2024-02-26T13:03:51,1.85,2.10,40.57,1228.94,25.89,2169.38,0.3115,701.0168,29.0000,45.55,24.23,991.37,14.58,26.91
2024-02-26T13:03:56,1.92,2.18,40.59,1228.80,25.90,2169.07,0.3110,699.8746,28.0000,45.50,24.24,991.37,5.65,10.43
2024-02-26T13:04:01,1.94,2.20,40.53,1229.86,25.90,2170.97,0.3112,700.4682,29.0000,45.44,24.24,991.38,14.58,26.91
2024-02-26T13:04:06,1.82,2.06,40.41,1232.67,25.92,2175.84,0.3109,699.7376,29.0000,45.44,24.26,991.41,9.88,18.23
2024-02-26T13:04:11,1.70,1.93,40.46,1232.71,25.92,2175.88,0.3104,698.5141,29.0000,45.42,24.26,991.40,-3.74,-6.90
2024-02-26T13:04:16,1.67,1.89,40.38,1231.24,25.90,2173.13,0.3102,697.9510,29.0000,45.33,24.27,991.36,-3.74,-6.90
2024-02-26T13:04:21,1.61,1.81,40.35,1231.77,25.94,2174.11,0.3095,696.3729,29.0000,45.36,24.27,991.38,14.58,26.90
2024-02-26T13:04:26,1.48,1.66,40.34,1230.54,25.93,2171.90,0.3099,697.3751,29.0000,45.34,24.28,991.40,5.65,10.43
2024-02-26T13:04:31,1.42,1.59,40.33,1230.22,25.94,2171.26,0.3092,695.7635,29.0000,45.26,24.29,991.40,0.96,1.77
2024-02-26T13:04:36,1.41,1.59,40.33,1228.63,25.94,2168.44,0.3084,693.9554,29.0000,45.27,24.29,991.39,9.88,18.23
2024-02-26T13:04:41,1.44,1.61,40.25,1227.68,25.94,2166.73,0.3084,693.9927,29.0000,45.24,24.30,991.40,9.88,18.23
2024-02-26T13:04:46,1.51,1.68,40.27,1228.65,25.96,2168.46,0.3082,693.4740,29.0000,45.21,24.30,991.41,0.96,1.77
2024-02-26T13:04:51,1.59,1.78,40.25,1227.29,25.97,2165.98,0.3075,691.9162,29.0000,45.20,24.31,991.41,0.96,1.77
2024-02-26T13:04:56,1.62,1.80,40.24,1225.79,25.96,2163.19,0.3069,690.6143,29.0000,45.25,24.32,991.38,9.88,18.23
2024-02-26T13:05:01,1.62,1.80,40.27,1226.50,25.96,2164.41,0.3068,690.1828,29.0000,45.18,24.32,991.37,9.88,18.23
2024-02-26T13:05:06,1.51,1.67,40.22,1227.36,26.00,2165.92,0.3066,689.8917,29.0000,45.10,24.33,991.40,18.80,34.68
2024-02-26T13:05:11,1.36,1.50,40.13,1227.53,25.97,2166.13,0.3058,688.0857,29.0000,45.02,24.34,991.39,0.96,1.77
2024-02-26T13:05:16,1.41,1.55,40.16,1226.90,25.99,2164.99,0.3056,687.5700,29.0000,45.03,24.34,991.37,0.96,1.77
2024-02-26T13:05:21,1.48,1.62,40.15,1228.88,25.99,2168.41,0.3067,689.9212,29.0000,45.13,24.35,991.38,14.11,26.03
2024-02-26T13:05:26,1.48,1.62,40.23,1230.41,26.00,2171.07,0.3060,688.3834,29.0000,45.06,24.35,991.35,9.88,18.23
2024-02-26T13:05:31,1.46,1.59,40.18,1231.65,26.03,2173.33,0.3054,687.0825,29.0000,45.05,24.36,991.42,23.50,43.35
2024-02-26T13:05:36,1.42,1.55,40.16,1233.90,26.01,2177.13,0.3059,688.1536,29.0000,45.01,24.37,991.38,0.96,1.77
2024-02-26T13:05:41,1.35,1.47,40.15,1236.14,26.01,2181.04,0.3061,688.6203,29.0000,44.97,24.38,991.39,5.65,10.42
2024-02-26T13:05:46,1.27,1.38,40.07,1238.18,26.03,2184.53,0.3059,688.1636,29.0000,44.88,24.39,991.37,0.96,1.77
2024-02-26T13:05:51,1.19,1.29,40.03,1237.34,26.05,2183.00,0.3049,685.7361,29.0000,44.84,24.39,991.35,5.18,9.55
2024-02-26T13:05:56,1.12,1.21,40.09,1236.55,26.07,2181.62,0.3036,682.9812,29.0000,44.86,24.39,991.36,5.65,10.42
2024-02-26T13:06:01,1.30,1.40,40.05,1237.48,26.05,2183.21,0.3035,682.6335,29.0000,44.93,24.40,991.37,14.58,26.89
2024-02-26T13:06:06,1.33,1.44,40.07,1238.25,26.04,2184.53,0.3032,681.8973,29.0000,44.97,24.41,991.38,23.50,43.34
2024-02-26T13:06:11,1.32,1.43,40.14,1239.65,26.04,2186.89,0.3033,682.1246,29.0000,45.00,24.42,991.37,9.88,18.22
2024-02-26T13:06:16,1.31,1.42,40.21,1242.94,26.08,2192.64,0.3031,681.6125,29.0000,45.05,24.42,991.34,5.18,9.55
2024-02-26T13:06:21,1.25,1.35,40.19,1245.35,26.08,2196.97,0.3025,680.3551,29.0000,44.99,24.42,991.38,19.27,35.54
2024-02-26T13:06:26,1.20,1.30,40.10,1251.76,26.05,2208.19,0.3020,679.1964,29.0000,44.94,24.43,991.37,5.65,10.42
2024-02-26T13:06:31,1.12,1.20,40.09,1263.74,26.07,2229.32,0.3016,678.3411,29.0000,44.89,24.43,991.38,10.35,19.09
2024-02-26T13:06:36,1.30,1.40,40.03,1299.72,26.08,2292.67,0.3011,677.2044,29.0000,44.81,24.44,991.35,5.18,9.55
2024-02-26T13:06:41,1.36,1.47,40.00,1292.85,26.10,2280.52,0.3009,676.6273,29.0000,44.77,24.45,991.37,5.18,9.55
2024-02-26T13:06:46,1.43,1.54,40.00,1287.39,26.10,2270.87,0.3001,675.0076,29.0000,44.69,24.45,991.37,0.49,0.90
2024-02-26T13:06:51,1.53,1.64,39.92,1284.91,26.10,2266.49,0.2995,673.6227,29.0000,44.62,24.45,991.36,14.11,26.02
2024-02-26T13:06:56,1.55,1.67,39.85,1285.66,26.10,2267.67,0.2995,673.5931,29.0000,44.60,24.47,991.36,5.18,9.55
2024-02-26T13:07:01,1.46,1.57,39.85,1284.25,26.10,2265.22,0.2994,673.3847,29.0000,44.62,24.47,991.38,5.18,9.55
2024-02-26T13:07:06,1.32,1.42,39.82,1280.77,26.10,2259.04,0.2992,672.8320,29.0000,44.68,24.47,991.37,9.88,18.22
2024-02-26T13:07:11,1.20,1.29,39.87,1280.05,26.10,2257.73,0.2991,672.6985,29.0000,44.69,24.48,991.38,9.88,18.22
2024-02-26T13:07:16,1.19,1.28,39.86,1277.86,26.13,2253.82,0.2988,671.9158,29.0000,44.64,24.48,991.36,5.18,9.55
2024-02-26T13:07:21,1.20,1.28,39.81,1280.50,26.13,2258.42,0.2982,670.4289,29.0000,44.56,24.49,991.36,5.18,9.55
2024-02-26T13:07:26,1.22,1.30,39.79,1279.55,26.13,2256.64,0.2974,668.6184,29.0000,44.56,24.50,991.36,-3.74,-6.90
2024-02-26T13:07:31,1.28,1.37,39.81,1282.21,26.14,2261.43,0.2985,671.2034,29.0000,44.56,24.50,991.40,9.88,18.22
2024-02-26T13:07:36,1.39,1.49,39.79,1283.79,26.16,2264.12,0.2977,669.3887,29.0000,44.49,24.51,991.39,14.11,26.02
2024-02-26T13:07:41,1.34,1.43,39.76,1284.93,26.14,2266.06,0.2971,667.9676,29.0000,44.49,24.51,991.36,5.65,10.42
2024-02-26T13:07:46,1.50,1.60,39.76,1283.87,26.14,2264.10,0.2971,668.0526,29.0000,44.50,24.53,991.39,5.65,10.42
2024-02-26T13:07:51,1.47,1.57,39.76,1284.71,26.17,2265.51,0.2966,666.7686,29.0000,44.59,24.53,991.35,9.88,18.21
2024-02-26T13:07:56,1.92,2.05,39.80,1283.84,26.17,2263.99,0.2966,666.7408,29.0000,44.64,24.53,991.36,18.80,34.66
2024-02-26T13:08:01,1.91,2.04,39.79,1282.84,26.17,2262.21,0.2963,666.1800,29.0000,44.56,24.53,991.36,5.18,9.55
2024-02-26T13:08:06,1.79,1.91,39.73,1281.67,26.17,2260.01,0.2949,663.0315,29.0000,44.37,24.54,991.33,-4.21,-7.76
2024-02-26T13:08:11,1.68,1.79,39.47,1279.41,26.17,2256.13,0.2927,657.9573,30.0000,44.00,24.54,991.38,14.11,26.01
2024-02-26T13:08:16,1.56,1.66,39.37,1276.58,26.19,2251.05,0.2916,655.5558,29.0000,44.06,24.55,991.37,0.49,0.90
2024-02-26T13:08:21,1.51,1.60,39.38,1270.33,26.16,2240.00,0.2925,657.5522,29.0000,44.13,24.55,991.36,4.71,8.68
2024-02-26T13:08:26,1.37,1.45,39.28,1243.05,26.17,2191.80,0.2917,655.6726,29.0000,43.93,24.56,991.34,9.88,18.21
2024-02-26T13:08:31,1.25,1.33,39.26,1161.51,26.20,2047.97,0.2926,657.6560,29.0000,44.19,24.56,991.31,9.88,18.21
2024-02-26T13:08:36,1.38,1.46,39.48,1158.80,26.20,2043.21,0.2931,658.8368,30.0000,44.31,24.57,991.36,5.65,10.41
2024-02-26T13:08:41,1.41,1.49,39.59,1175.26,26.19,2072.16,0.2930,658.7159,30.0000,44.27,24.57,991.32,5.18,9.55
2024-02-26T13:08:46,1.40,1.47,39.44,1185.89,26.20,2090.84,0.2914,655.0545,29.0000,43.89,24.58,991.33,9.88,18.21
2024-02-26T13:08:51,1.34,1.42,39.26,1188.03,26.21,2094.58,0.2910,654.1048,30.0000,44.01,24.59,991.35,14.58,26.87
2024-02-26T13:08:56,1.28,1.35,39.37,1191.34,26.21,2100.33,0.2914,655.0825,30.0000,44.13,24.60,991.34,9.88,18.21
2024-02-26T13:09:01,1.21,1.28,39.48,1196.70,26.23,2109.85,0.2914,655.0043,29.0000,44.15,24.60,991.37,-3.74,-6.89
2024-02-26T13:09:06,1.25,1.32,39.53,1198.89,26.21,2113.59,0.2915,655.2262,30.0000,44.16,24.61,991.35,9.88,18.21
2024-02-26T13:09:11,1.29,1.36,39.60,1200.05,26.20,2115.62,0.2919,656.1056,29.0000,44.33,24.61,991.34,14.58,26.87
2024-02-26T13:09:16,1.30,1.38,39.59,1202.00,26.23,2119.00,0.2925,657.3555,30.0000,44.42,24.62,991.35,9.88,18.21
2024-02-26T13:09:21,1.24,1.31,39.58,1207.19,26.23,2128.16,0.2922,656.6918,30.0000,44.29,24.62,991.35,9.41,17.34
2024-02-26T13:09:26,1.28,1.35,39.46,1211.82,26.26,2136.20,0.2915,655.2425,30.0000,44.09,24.63,991.33,14.11,26.00
2024-02-26T13:09:31,1.31,1.38,39.40,1215.00,26.24,2141.89,0.2915,655.1855,30.0000,44.05,24.63,991.36,9.88,18.21
2024-02-26T13:09:36,1.42,1.49,39.36,1217.45,26.26,2146.18,0.2906,653.1119,30.0000,44.01,24.64,991.39,5.18,9.55
2024-02-26T13:09:41,1.41,1.49,39.41,1219.50,26.27,2149.68,0.2922,656.6698,30.0000,44.42,24.65,991.37,18.80,34.65
2024-02-26T13:09:46,1.34,1.41,39.68,1223.03,26.27,2155.84,0.2912,654.3243,30.0000,44.29,24.66,991.37,-8.43,-15.53
2024-02-26T13:09:51,1.28,1.34,39.47,1224.34,26.27,2158.10,0.2880,647.2998,30.0000,43.94,24.67,991.38,5.18,9.55
2024-02-26T13:09:56,1.19,1.25,39.29,1225.10,26.30,2159.49,0.2875,646.2133,30.0000,43.73,24.67,991.40,14.11,26.00
2024-02-26T13:10:01,1.27,1.34,39.20,1225.42,26.30,2159.96,0.2874,645.8969,30.0000,43.82,24.68,991.39,5.18,9.55
2024-02-26T13:10:06,1.32,1.38,39.26,1221.39,26.30,2152.67,0.2882,647.6623,30.0000,44.03,24.69,991.34,5.18,9.54
2024-02-26T13:10:11,1.48,1.54,39.30,1218.34,26.30,2147.34,0.2946,662.0233,30.0000,44.01,24.69,991.36,19.27,35.51
2024-02-26T13:10:16,1.57,1.64,39.63,1216.75,26.32,2144.46,0.2877,646.5018,30.0000,44.65,24.70,991.36,28.67,52.83
2024-02-26T13:10:21,1.54,1.61,40.39,1217.38,26.31,2145.52,0.2887,648.7115,30.0000,45.64,24.71,991.38,23.97,44.16
2024-02-26T13:10:26,1.47,1.54,40.81,1218.80,26.32,2147.91,0.2899,651.3858,30.0000,45.46,24.72,991.35,9.88,18.20
2024-02-26T13:10:31,1.49,1.57,40.61,1225.77,26.35,2160.25,0.2884,648.0871,30.0000,44.95,24.73,991.41,9.88,18.20
2024-02-26T13:10:36,1.49,1.56,40.40,1230.06,26.34,2167.74,0.2881,647.3895,30.0000,44.92,24.73,991.38,9.88,18.20
2024-02-26T13:10:41,1.54,1.61,40.32,1238.13,26.34,2181.87,0.2885,648.0866,30.0000,44.75,24.75,991.41,-3.74,-6.89
2024-02-26T13:10:46,1.45,1.52,40.14,1266.87,26.34,2232.42,0.2879,646.7995,30.0000,44.65,24.76,991.39,9.88,18.20
