timestamp(UTC),NetADC_NO2-NO2,NetADC_NO2-NO2_ug,NetCO2-HUM,NetCO2-CO2,NetCO2-TEMP,NetCO2-CO2_ug,NetPid_P1-PPM,NetPid_P1-PPB_ug,NetPid_P1-TEMP,NetBME280-PERC,NetBME280-TEMP_EXT,NetBME280-HPA,NetPM-PM25,NetPM-PM10
2024-03-12T15:14:17,21.46,39.94,38.25,1946.27,26.68,3465.17,0.1866,423.4536,30.0000,43.76,24.64,1001.27,0.02,0.02
2024-03-12T15:14:22,25.76,47.95,38.24,1945.76,26.65,3464.41,0.1866,423.6192,30.0000,43.76,24.64,1001.31,0.01,0.01
2024-03-12T15:14:27,30.53,56.83,38.24,1945.88,26.69,3464.75,0.1867,423.8280,30.0000,43.77,24.64,1001.34,0.01,0.01
2024-03-12T15:14:32,21.46,39.95,38.24,1945.99,26.69,3464.85,0.1866,423.6863,30.0000,43.77,24.64,1001.32,0.00,0.00
2024-03-12T15:14:37,16.69,31.07,38.23,1946.42,26.69,3465.49,0.1867,423.8886,30.0000,43.78,24.64,1001.28,0.00,0.00
2024-03-12T15:14:42,30.53,56.83,38.25,1946.17,26.69,3465.25,0.1867,423.8893,30.0000,43.78,24.64,1001.34,0.00,0.00
2024-03-12T15:14:47,26.23,48.83,38.23,1947.04,26.69,3466.72,0.1868,424.0529,30.0000,43.77,24.65,1001.35,0.00,0.00
2024-03-12T15:14:52,30.53,56.83,38.24,1947.34,26.69,3467.19,0.1868,424.0317,30.0000,43.76,24.65,1001.33,0.00,0.00
2024-03-12T15:14:57,21.46,39.95,38.24,1947.79,26.71,3468.01,0.1869,424.2452,30.0000,43.77,24.65,1001.34,0.00,0.00
2024-03-12T15:15:02,25.76,47.95,38.24,1947.87,26.69,3468.24,0.1869,424.3244,30.0000,43.76,24.65,1001.36,0.00,0.00
2024-03-12T15:15:07,30.53,56.83,38.29,1948.38,26.68,3468.98,0.1870,424.3838,30.0000,43.75,24.65,1001.32,0.00,0.00
2024-03-12T15:15:12,26.23,48.82,38.22,1948.08,26.68,3468.37,0.1869,424.3226,30.0000,43.76,24.65,1001.30,0.00,0.00
2024-03-12T15:15:17,21.46,39.94,38.22,1948.06,26.71,3468.34,0.1870,424.5203,30.0000,43.77,24.65,1001.30,0.00,0.00
2024-03-12T15:15:22,16.69,31.07,38.23,1949.18,26.71,3470.53,0.1870,424.5199,30.0000,43.76,24.65,1001.35,0.00,0.00
2024-03-12T15:15:27,30.53,56.83,38.23,1948.44,26.71,3468.96,0.1870,424.4111,30.0000,43.76,24.65,1001.28,0.00,0.00
2024-03-12T15:15:32,35.30,65.71,38.20,1948.41,26.71,3469.04,0.1871,424.6615,30.0000,43.77,24.65,1001.32,0.00,0.00
2024-03-12T15:15:37,52.94,98.55,38.20,1947.66,26.71,3467.88,0.1870,424.4343,30.0000,43.77,24.65,1001.37,0.00,0.00
2024-03-12T15:15:42,39.11,72.80,38.23,1946.92,26.71,3466.52,0.1870,424.5896,30.0000,43.78,24.64,1001.32,0.00,0.00
2024-03-12T15:15:47,12.40,23.08,38.20,1947.20,26.72,3466.71,0.1871,424.7114,30.0000,43.78,24.66,1001.30,0.00,0.00
2024-03-12T15:15:52,21.46,39.94,38.24,1946.78,26.69,3466.04,0.1871,424.6918,30.0000,43.78,24.65,1001.29,0.00,0.00
2024-03-12T15:15:57,30.53,56.83,38.28,1947.03,26.71,3466.46,0.1872,424.9930,30.0000,43.78,24.66,1001.31,0.00,0.00
2024-03-12T15:16:02,30.53,56.83,38.23,1946.90,26.71,3466.32,0.1872,424.9105,30.0000,43.77,24.66,1001.34,0.00,0.00
2024-03-12T15:16:07,21.46,39.94,38.23,1946.08,26.72,3464.79,0.1872,424.9675,30.0000,43.78,24.66,1001.32,0.00,0.00
2024-03-12T15:16:12,26.23,48.82,38.24,1945.95,26.72,3464.60,0.1872,424.9987,30.0000,43.77,24.66,1001.33,0.00,0.00
2024-03-12T15:16:17,20.99,39.07,38.22,1945.64,26.71,3464.02,0.1873,425.2515,30.0000,43.78,24.66,1001.32,0.00,0.00
2024-03-12T15:16:22,16.69,31.06,38.21,1945.75,26.74,3464.12,0.1873,425.1588,30.0000,43.78,24.67,1001.33,0.00,0.00
2024-03-12T15:16:27,35.30,65.70,38.22,1944.99,26.72,3462.62,0.1873,425.1998,30.0000,43.75,24.68,1001.32,0.00,0.00
2024-03-12T15:16:32,16.69,31.06,38.19,1945.12,26.71,3462.92,0.1873,425.1481,30.0000,43.74,24.68,1001.34,0.85,0.85
2024-03-12T15:16:37,39.59,73.68,38.21,1945.19,26.74,3462.87,0.1873,425.1106,30.0000,43.75,24.68,1001.29,0.71,0.71
2024-03-12T15:16:42,26.23,48.82,38.26,1944.37,26.72,3461.48,0.1874,425.3741,30.0000,43.75,24.68,1001.31,0.54,0.54
2024-03-12T15:16:47,25.76,47.94,38.24,1945.07,26.72,3462.73,0.1873,425.2146,30.0000,43.75,24.68,1001.32,0.39,0.39
2024-03-12T15:16:52,25.76,47.94,38.23,1945.27,26.72,3463.09,0.1874,425.4062,30.0000,43.75,24.68,1001.31,0.27,0.27
2024-03-12T15:16:57,21.46,39.94,38.17,1943.91,26.74,3460.52,0.1874,425.2367,30.0000,43.76,24.69,1001.31,0.19,0.19
2024-03-12T15:17:02,25.76,47.94,38.23,1943.79,26.74,3460.40,0.1874,425.3370,30.0000,43.75,24.68,1001.30,0.13,0.13
2024-03-12T15:17:07,11.93,22.20,38.23,1944.29,26.75,3461.30,0.1875,425.6140,30.0000,43.74,24.68,1001.30,0.08,0.08
2024-03-12T15:17:12,16.69,31.06,38.23,1943.35,26.74,3459.56,0.1875,425.5784,30.0000,43.74,24.69,1001.32,0.08,0.08
2024-03-12T15:17:17,16.69,31.06,38.19,1942.39,26.72,3457.76,0.1876,425.7172,30.0000,43.74,24.69,1001.29,0.07,0.07
2024-03-12T15:17:22,16.69,31.06,38.21,1941.02,26.74,3455.40,0.1875,425.6012,30.0000,43.74,24.69,1001.31,0.05,0.05
2024-03-12T15:17:27,21.46,39.94,38.22,1941.80,26.74,3456.79,0.1875,425.5199,30.0000,43.74,24.69,1001.32,0.04,0.04
2024-03-12T15:17:32,26.23,48.82,38.19,1941.40,26.72,3455.99,0.1877,425.9239,30.0000,43.73,24.69,1001.29,0.03,0.03
2024-03-12T15:17:37,16.69,31.06,38.19,1941.13,26.75,3455.43,0.1877,425.9938,30.0000,43.73,24.70,1001.30,0.02,0.02
2024-03-12T15:17:42,30.53,56.82,38.19,1940.47,26.74,3454.27,0.1876,425.8352,30.0000,43.74,24.69,1001.27,0.13,0.13
2024-03-12T15:17:47,16.69,31.06,38.23,1940.13,26.74,3453.72,0.1878,426.1637,30.0000,43.75,24.70,1001.32,0.13,0.13
2024-03-12T15:17:52,16.69,31.06,38.21,1940.45,26.75,3454.37,0.1876,425.8435,30.0000,43.75,24.69,1001.31,0.11,0.11
2024-03-12T15:17:57,30.53,56.82,38.21,1940.11,26.74,3453.74,0.1877,425.9957,30.0000,43.75,24.69,1001.30,0.08,0.08
2024-03-12T15:18:02,25.76,47.94,38.19,1940.11,26.74,3453.78,0.1879,426.4191,30.0000,43.75,24.69,1001.31,0.06,0.06
2024-03-12T15:18:07,21.46,39.94,38.19,1940.40,26.75,3454.29,0.1878,426.2715,30.0000,43.75,24.70,1001.34,0.04,0.04
2024-03-12T15:18:12,21.46,39.94,38.18,1940.05,26.75,3453.58,0.1877,426.0994,30.0000,43.74,24.70,1001.32,0.03,0.03
2024-03-12T15:18:17,16.69,31.06,38.21,1939.82,26.75,3453.17,0.1878,426.2140,30.0000,43.74,24.70,1001.32,0.02,0.02
2024-03-12T15:18:22,21.46,39.94,38.22,1940.38,26.77,3454.04,0.1879,426.4283,30.0000,43.73,24.71,1001.32,0.01,0.01
2024-03-12T15:18:27,30.53,56.82,38.21,1939.71,26.77,3452.91,0.1879,426.4297,30.0000,43.74,24.70,1001.30,0.01,0.01
2024-03-12T15:18:32,25.76,47.94,38.21,1940.02,26.79,3453.48,0.1878,426.3130,30.0000,43.75,24.70,1001.31,0.01,0.01
2024-03-12T15:18:37,21.46,39.94,38.21,1940.34,26.77,3453.90,0.1880,426.6112,30.0000,43.74,24.71,1001.30,0.00,0.00
2024-03-12T15:18:42,21.46,39.94,38.24,1940.33,26.78,3454.04,0.1880,426.7314,30.0000,43.74,24.71,1001.34,0.11,0.11
2024-03-12T15:18:47,25.76,47.94,38.22,1940.02,26.78,3453.55,0.1879,426.4493,30.0000,43.74,24.71,1001.36,0.05,0.05
2024-03-12T15:18:52,30.53,56.82,38.19,1940.02,26.75,3453.49,0.1880,426.6159,30.0000,43.74,24.71,1001.34,0.04,0.04
2024-03-12T15:18:57,21.46,39.94,38.17,1939.82,26.78,3453.17,0.1880,426.7821,30.0000,43.74,24.71,1001.35,0.02,0.02
2024-03-12T15:19:02,21.46,39.94,38.22,1939.84,26.78,3453.09,0.1882,427.0088,30.0000,43.74,24.71,1001.32,0.02,0.02
2024-03-12T15:19:07,25.76,47.94,38.24,1939.44,26.78,3452.40,0.1882,427.0374,30.0000,43.74,24.71,1001.32,0.01,0.01
2024-03-12T15:19:12,25.76,47.94,38.17,1939.10,26.79,3451.87,0.1881,426.8156,30.0000,43.75,24.71,1001.35,0.01,0.01
2024-03-12T15:19:17,16.69,31.06,38.22,1938.76,26.78,3451.22,0.1882,427.1341,30.0000,43.75,24.71,1001.33,0.00,0.00
2024-03-12T15:19:22,16.69,31.06,38.16,1939.68,26.79,3452.74,0.1883,427.2909,30.0000,43.75,24.72,1001.33,0.00,0.00
2024-03-12T15:19:27,11.93,22.20,38.20,1939.65,26.77,3452.66,0.1882,427.0406,30.0000,43.73,24.72,1001.33,0.00,0.00
2024-03-12T15:19:32,16.69,31.06,38.23,1940.93,26.81,3454.89,0.1882,427.1161,30.0000,43.74,24.72,1001.31,0.00,0.00
2024-03-12T15:19:37,39.59,73.67,38.16,1941.27,26.78,3455.33,0.1884,427.4291,30.0000,43.73,24.73,1001.30,0.00,0.00
2024-03-12T15:19:42,25.76,47.94,38.16,1941.45,26.78,3455.80,0.1884,427.5080,30.0000,43.73,24.73,1001.34,0.00,0.00
2024-03-12T15:19:47,39.59,73.67,38.22,1940.94,26.78,3454.75,0.1884,427.6391,30.0000,43.73,24.73,1001.30,0.16,0.16
2024-03-12T15:19:52,35.30,65.69,38.19,1940.93,26.79,3454.81,0.1885,427.7282,30.0000,43.73,24.73,1001.32,0.01,0.01
2024-03-12T15:19:57,30.53,56.81,38.16,1939.95,26.79,3453.11,0.1883,427.3710,30.0000,43.73,24.73,1001.34,0.00,0.00
2024-03-12T15:20:02,25.76,47.94,38.21,1939.82,26.79,3452.84,0.1885,427.6784,30.0000,43.72,24.73,1001.32,0.00,0.00
2024-03-12T15:20:07,16.69,31.06,38.17,1940.24,26.79,3453.65,0.1885,427.7666,30.0000,43.73,24.73,1001.34,0.00,0.00
2024-03-12T15:20:12,21.46,39.93,38.16,1939.94,26.79,3453.07,0.1885,427.7329,30.0000,43.74,24.73,1001.33,0.00,0.00
2024-03-12T15:20:17,39.59,73.67,38.17,1939.39,26.78,3452.11,0.1885,427.8870,30.0000,43.73,24.73,1001.33,0.00,0.00
2024-03-12T15:20:22,30.53,56.81,38.21,1939.11,26.79,3451.59,0.1885,427.7225,30.0000,43.73,24.73,1001.33,0.00,0.00
2024-03-12T15:20:27,16.69,31.06,38.19,1939.64,26.79,3452.54,0.1886,427.9711,30.0000,43.73,24.73,1001.33,0.29,0.29
2024-03-12T15:20:32,20.99,39.06,38.21,1939.81,26.79,3452.80,0.1887,428.1320,30.0000,43.73,24.74,1001.35,0.03,0.03
2024-03-12T15:20:37,21.46,39.93,38.19,1939.30,26.79,3451.77,0.1886,427.9475,30.0000,43.74,24.75,1001.35,0.00,0.00
2024-03-12T15:20:42,16.69,31.06,38.17,1938.98,26.82,3451.22,0.1885,427.7983,30.0000,43.73,24.74,1001.32,0.22,0.22
2024-03-12T15:20:47,21.46,39.93,38.17,1938.54,26.81,3450.42,0.1887,428.2264,30.0000,43.73,24.75,1001.35,0.02,0.02
2024-03-12T15:20:52,26.23,48.81,38.16,1939.21,26.81,3451.64,0.1887,428.2813,30.0000,43.73,24.75,1001.36,0.00,0.00
2024-03-12T15:20:57,35.30,65.69,38.19,1938.51,26.81,3450.31,0.1887,428.1438,30.0000,43.73,24.76,1001.37,0.00,0.00
2024-03-12T15:21:02,16.69,31.06,38.22,1938.38,26.83,3450.05,0.1887,428.1341,30.0000,43.72,24.75,1001.33,0.00,0.00
2024-03-12T15:21:07,30.53,56.81,38.19,1938.01,26.81,3449.48,0.1887,428.3004,30.0000,43.72,24.76,1001.39,0.00,0.00
2024-03-12T15:21:12,25.76,47.93,38.17,1937.92,26.82,3449.25,0.1887,428.2408,30.0000,43.71,24.76,1001.36,0.00,0.00
2024-03-12T15:21:17,16.69,31.06,38.19,1938.17,26.82,3449.67,0.1889,428.5524,30.0000,43.72,24.76,1001.36,0.00,0.00
2024-03-12T15:21:22,25.76,47.93,38.16,1937.91,26.81,3449.23,0.1889,428.5687,30.0000,43.71,24.76,1001.37,0.00,0.00
2024-03-12T15:21:27,30.53,56.81,38.19,1937.79,26.83,3448.88,0.1889,428.5466,30.0000,43.72,24.76,1001.33,0.00,0.00
2024-03-12T15:21:32,21.46,39.93,38.17,1938.34,26.82,3449.82,0.1888,428.3230,30.0000,43.72,24.76,1001.32,0.00,0.00
2024-03-12T15:21:37,35.30,65.68,38.22,1938.15,26.83,3449.40,0.1889,428.5582,30.0000,43.71,24.77,1001.32,0.00,0.00
2024-03-12T15:21:42,16.69,31.05,38.20,1938.35,26.82,3449.75,0.1889,428.6434,30.0000,43.70,24.78,1001.36,0.00,0.00
2024-03-12T15:21:47,16.69,31.05,38.14,1938.08,26.85,3449.07,0.1890,428.7723,30.0000,43.71,24.78,1001.30,0.00,0.00
2024-03-12T15:21:52,16.69,31.05,38.15,1937.39,26.83,3447.95,0.1890,428.8992,30.0000,43.69,24.78,1001.33,0.00,0.00
2024-03-12T15:21:57,34.82,64.79,38.18,1937.93,26.85,3448.99,0.1889,428.6227,30.0000,43.70,24.78,1001.35,0.00,0.00
2024-03-12T15:22:02,35.30,65.68,38.20,1937.24,26.83,3447.72,0.1890,428.8270,30.0000,43.69,24.78,1001.34,0.00,0.00
2024-03-12T15:22:07,26.23,48.80,38.16,1937.24,26.83,3447.77,0.1889,428.6542,30.0000,43.70,24.78,1001.35,0.00,0.00
2024-03-12T15:22:12,16.69,31.05,38.16,1936.24,26.82,3445.81,0.1890,428.8093,30.0000,43.69,24.79,1001.33,0.00,0.00
2024-03-12T15:22:17,21.46,39.93,38.18,1937.06,26.85,3447.30,0.1890,428.8512,30.0000,43.69,24.79,1001.34,0.00,0.00
2024-03-12T15:22:22,25.76,47.93,38.18,1937.18,26.86,3447.64,0.1891,429.1508,30.0000,43.70,24.78,1001.35,0.00,0.00
2024-03-12T15:22:27,34.82,64.78,38.16,1937.40,26.83,3447.85,0.1892,429.2104,30.0000,43.69,24.79,1001.33,0.00,0.00
2024-03-12T15:22:32,16.69,31.05,38.19,1937.35,26.83,3447.90,0.1892,429.3201,30.0000,43.70,24.78,1001.33,0.00,0.00
2024-03-12T15:22:37,21.46,39.93,38.18,1937.17,26.83,3447.48,0.1891,429.1262,30.0000,43.69,24.78,1001.31,0.00,0.00
2024-03-12T15:22:42,30.53,56.80,38.18,1938.22,26.83,3449.48,0.1892,429.3704,30.0000,43.70,24.78,1001.35,0.00,0.00
2024-03-12T15:22:47,35.30,65.68,38.17,1938.46,26.85,3449.86,0.1893,429.5330,30.0000,43.70,24.78,1001.33,0.00,0.00
2024-03-12T15:22:52,16.69,31.05,38.18,1937.59,26.85,3448.34,0.1893,429.6360,30.0000,43.70,24.78,1001.34,0.00,0.00
2024-03-12T15:22:57,25.76,47.93,38.18,1937.01,26.85,3447.31,0.1893,429.4143,30.0000,43.72,24.78,1001.34,0.00,0.00
2024-03-12T15:23:02,25.76,47.93,38.13,1937.24,26.86,3447.69,0.1892,429.3244,30.0000,43.72,24.78,1001.33,0.00,0.00
2024-03-12T15:23:07,30.53,56.81,38.19,1936.83,26.83,3447.07,0.1893,429.6405,30.0000,43.71,24.78,1001.36,0.00,0.00
2024-03-12T15:23:12,16.69,31.05,38.17,1936.86,26.86,3447.00,0.1894,429.8406,30.0000,43.70,24.79,1001.36,0.00,0.00
2024-03-12T15:23:17,30.53,56.80,38.14,1936.43,26.85,3446.19,0.1895,430.0580,30.0000,43.70,24.79,1001.35,0.00,0.00
2024-03-12T15:23:22,16.69,31.05,38.18,1936.14,26.83,3445.66,0.1894,429.8506,30.0000,43.70,24.79,1001.34,0.00,0.00
2024-03-12T15:23:27,16.69,31.05,38.15,1937.07,26.86,3447.16,0.1895,429.9732,30.0000,43.70,24.80,1001.34,0.00,0.00
2024-03-12T15:23:32,21.46,39.93,38.15,1937.73,26.86,3448.42,0.1896,430.1577,30.0000,43.70,24.80,1001.36,0.00,0.00
2024-03-12T15:23:37,21.46,39.93,38.15,1938.29,26.85,3449.45,0.1896,430.1781,30.0000,43.70,24.80,1001.37,0.00,0.00
2024-03-12T15:23:42,21.46,39.93,38.20,1938.77,26.85,3450.27,0.1896,430.1623,30.0000,43.70,24.80,1001.36,0.85,0.85
2024-03-12T15:23:47,30.53,56.80,38.15,1938.17,26.86,3449.23,0.1897,430.3453,30.0000,43.70,24.80,1001.36,0.71,0.71
2024-03-12T15:23:52,12.40,23.07,38.09,1937.25,26.86,3447.68,0.1897,430.4632,30.0000,43.70,24.80,1001.39,0.54,0.54
2024-03-12T15:23:57,39.59,73.66,38.21,1936.70,26.88,3446.62,0.1896,430.1396,30.0000,43.70,24.80,1001.37,0.39,0.39
2024-03-12T15:24:02,30.53,56.80,38.14,1935.99,26.88,3445.20,0.1896,430.2614,30.0000,43.70,24.81,1001.35,0.27,0.27
2024-03-12T15:24:07,12.40,23.07,38.15,1935.90,26.88,3445.08,0.1896,430.2475,30.0000,43.70,24.80,1001.33,0.19,0.19
2024-03-12T15:24:12,54.37,101.15,38.15,1936.03,26.88,3445.33,0.1897,430.4083,30.0000,43.70,24.81,1001.37,0.13,0.13
2024-03-12T15:24:17,21.46,39.92,38.17,1936.48,26.88,3446.07,0.1897,430.2855,30.0000,43.70,24.81,1001.36,0.08,0.08
2024-03-12T15:24:22,35.30,65.67,38.15,1936.82,26.88,3446.78,0.1897,430.3596,30.0000,43.69,24.81,1001.38,0.05,0.05
2024-03-12T15:24:27,20.99,39.05,38.14,1937.44,26.88,3447.89,0.1897,430.3582,30.0000,43.69,24.80,1001.35,0.04,0.04
2024-03-12T15:24:32,11.93,22.20,38.13,1936.45,26.88,3446.05,0.1898,430.5701,30.0000,43.70,24.81,1001.36,0.02,0.02
2024-03-12T15:24:37,30.53,56.80,38.13,1937.28,26.88,3447.46,0.1899,430.7525,30.0000,43.70,24.81,1001.35,0.04,0.04
2024-03-12T15:24:42,30.53,56.80,38.14,1937.41,26.88,3447.76,0.1898,430.6296,30.0000,43.70,24.81,1001.36,0.07,0.07
2024-03-12T15:24:47,21.46,39.92,38.14,1936.26,26.88,3445.68,0.1898,430.6756,30.0000,43.70,24.81,1001.35,0.07,0.07
2024-03-12T15:24:52,34.82,64.78,38.17,1936.61,26.89,3446.52,0.1899,430.8796,30.0000,43.70,24.80,1001.38,0.05,0.05
2024-03-12T15:24:57,39.59,73.65,38.13,1936.38,26.88,3445.88,0.1900,431.0299,30.0000,43.70,24.81,1001.35,0.04,0.04
2024-03-12T15:25:02,16.69,31.05,38.13,1935.59,26.88,3444.44,0.1900,431.1195,30.0000,43.72,24.82,1001.37,0.03,0.03
2024-03-12T15:25:07,35.30,65.67,38.15,1936.10,26.86,3445.33,0.1901,431.2453,30.0000,43.71,24.82,1001.37,0.02,0.02
2024-03-12T15:25:12,26.23,48.80,38.13,1935.61,26.88,3444.47,0.1901,431.2466,30.0000,43.70,24.82,1001.37,0.01,0.01
2024-03-12T15:25:17,25.76,47.92,38.12,1935.04,26.90,3443.35,0.1901,431.3648,30.0000,43.70,24.83,1001.38,0.01,0.01
2024-03-12T15:25:22,16.69,31.05,38.13,1934.40,26.90,3442.35,0.1902,431.5023,30.0000,43.70,24.82,1001.38,0.01,0.01
2024-03-12T15:25:27,25.76,47.92,38.10,1934.14,26.89,3441.79,0.1902,431.4127,30.0000,43.70,24.82,1001.35,0.00,0.00
2024-03-12T15:25:32,21.46,39.92,38.13,1934.05,26.89,3441.49,0.1900,431.1265,30.0000,43.70,24.83,1001.35,0.00,0.00
2024-03-12T15:25:37,16.22,30.17,38.12,1934.10,26.90,3441.66,0.1902,431.5198,30.0000,43.70,24.83,1001.37,0.08,0.08
2024-03-12T15:25:42,30.53,56.79,38.14,1933.73,26.92,3440.84,0.1902,431.4221,30.0000,43.70,24.83,1001.32,0.03,0.03
2024-03-12T15:25:47,16.69,31.05,38.10,1933.23,26.89,3440.03,0.1902,431.5285,30.0000,43.70,24.83,1001.34,0.02,0.02
2024-03-12T15:25:52,8.11,15.09,38.12,1933.66,26.92,3440.85,0.1903,431.6936,30.0000,43.69,24.83,1001.36,0.01,0.01
2024-03-12T15:25:57,30.53,56.80,38.12,1934.08,26.90,3441.68,0.1903,431.8115,30.0000,43.70,24.82,1001.35,0.01,0.01
2024-03-12T15:26:02,30.53,56.80,38.11,1934.73,26.90,3442.80,0.1902,431.5513,30.0000,43.71,24.83,1001.37,0.00,0.00
2024-03-12T15:26:07,21.46,39.92,38.11,1934.29,26.89,3441.84,0.1904,431.8757,30.0000,43.71,24.84,1001.36,0.00,0.00
2024-03-12T15:26:12,16.69,31.05,38.11,1933.51,26.90,3440.58,0.1903,431.6635,30.0000,43.71,24.84,1001.40,0.00,0.00
2024-03-12T15:26:17,16.69,31.05,38.13,1933.41,26.92,3440.37,0.1904,431.9094,30.0000,43.70,24.83,1001.35,0.00,0.00
2024-03-12T15:26:22,30.53,56.79,38.13,1933.83,26.93,3440.94,0.1905,432.1784,30.0000,43.71,24.84,1001.33,0.00,0.00
2024-03-12T15:26:27,20.99,39.05,38.13,1933.14,26.92,3439.72,0.1905,432.1007,30.0000,43.70,24.85,1001.37,0.00,0.00
2024-03-12T15:26:32,25.76,47.92,38.11,1932.98,26.95,3439.49,0.1906,432.3337,30.0000,43.71,24.85,1001.39,0.00,0.00
2024-03-12T15:26:37,25.76,47.92,38.11,1931.66,26.92,3437.13,0.1904,432.0180,30.0000,43.70,24.84,1001.35,0.00,0.00
2024-03-12T15:26:42,25.76,47.92,38.16,1930.68,26.92,3435.38,0.1905,432.1953,30.0000,43.69,24.85,1001.38,0.00,0.00
2024-03-12T15:26:47,20.99,39.05,38.09,1930.64,26.92,3435.28,0.1906,432.3424,30.0000,43.69,24.86,1001.41,0.00,0.00
2024-03-12T15:26:52,25.76,47.92,38.17,1930.97,26.92,3435.99,0.1905,432.2515,30.0000,43.70,24.85,1001.41,0.00,0.00
2024-03-12T15:26:57,16.69,31.05,38.11,1930.55,26.95,3435.13,0.1906,432.2928,30.0000,43.70,24.85,1001.37,0.00,0.00
2024-03-12T15:27:02,26.23,48.79,38.11,1930.60,26.93,3435.17,0.1907,432.6225,30.0000,43.70,24.85,1001.36,0.00,0.00
2024-03-12T15:27:07,25.76,47.92,38.13,1930.04,26.95,3434.25,0.1907,432.7091,30.0000,43.69,24.85,1001.38,0.00,0.00
2024-03-12T15:27:12,20.99,39.05,38.14,1929.66,26.93,3433.53,0.1908,432.8558,30.0000,43.70,24.85,1001.37,0.00,0.00
2024-03-12T15:27:17,21.46,39.92,38.11,1928.73,26.93,3431.78,0.1907,432.5893,30.0000,43.69,24.86,1001.38,0.11,0.11
2024-03-12T15:27:22,25.76,47.92,38.14,1928.53,26.92,3431.37,0.1908,432.7819,30.0000,43.69,24.87,1001.39,0.01,0.01
2024-03-12T15:27:27,25.76,47.92,38.14,1928.53,26.93,3431.25,0.1908,432.8437,30.0000,43.69,24.87,1001.36,0.00,0.00
2024-03-12T15:27:32,21.46,39.92,38.12,1928.69,26.93,3431.50,0.1908,432.7884,30.0000,43.68,24.87,1001.35,0.00,0.00
2024-03-12T15:27:37,25.76,47.92,38.15,1930.04,26.95,3433.94,0.1908,432.6971,30.0000,43.68,24.87,1001.36,0.00,0.00
2024-03-12T15:27:42,34.82,64.77,38.14,1929.53,26.93,3432.95,0.1908,432.8853,30.0000,43.68,24.88,1001.37,0.00,0.00
2024-03-12T15:27:47,25.76,47.92,38.14,1928.82,26.92,3431.82,0.1909,432.9664,30.0000,43.67,24.88,1001.41,0.00,0.00
2024-03-12T15:27:52,25.76,47.92,38.11,1928.61,26.96,3431.39,0.1908,432.8664,30.0000,43.68,24.88,1001.39,0.00,0.00
2024-03-12T15:27:57,16.69,31.04,38.13,1927.85,26.90,3430.02,0.1909,432.9882,30.0000,43.67,24.88,1001.38,0.00,0.00
2024-03-12T15:28:02,25.76,47.92,38.15,1927.23,26.95,3428.97,0.1909,433.0900,30.0000,43.67,24.87,1001.37,0.00,0.00
2024-03-12T15:28:07,21.46,39.92,38.13,1926.52,26.95,3427.53,0.1909,433.1103,30.0000,43.68,24.88,1001.35,0.00,0.00
2024-03-12T15:28:12,16.69,31.04,38.13,1926.08,26.93,3426.86,0.1909,433.0654,30.0000,43.67,24.88,1001.38,0.00,0.00
2024-03-12T15:28:17,25.76,47.91,38.13,1925.75,26.93,3426.28,0.1909,433.0927,30.0000,43.66,24.89,1001.42,0.00,0.00
2024-03-12T15:28:22,16.69,31.04,38.12,1925.28,26.95,3425.41,0.1911,433.5328,30.0000,43.66,24.89,1001.41,1.74,1.74
2024-03-12T15:28:27,25.76,47.91,38.12,1924.98,26.95,3424.77,0.1911,433.4072,30.0000,43.66,24.89,1001.38,0.19,0.19
2024-03-12T15:28:32,11.93,22.19,38.11,1925.71,26.95,3426.05,0.1912,433.6388,30.0000,43.66,24.89,1001.37,0.02,0.02
2024-03-12T15:28:37,25.76,47.91,38.13,1925.76,26.96,3426.06,0.1911,433.5210,30.0000,43.66,24.90,1001.39,0.01,0.01
2024-03-12T15:28:42,25.76,47.91,38.11,1926.05,26.95,3426.64,0.1911,433.4181,30.0000,43.65,24.90,1001.40,0.00,0.00
2024-03-12T15:28:47,25.76,47.91,38.14,1925.49,26.93,3425.58,0.1911,433.4899,30.0000,43.66,24.90,1001.38,0.00,0.00
2024-03-12T15:28:52,16.69,31.04,38.12,1925.66,26.93,3425.89,0.1912,433.6715,30.0000,43.66,24.90,1001.39,0.00,0.00
2024-03-12T15:28:57,30.53,56.78,38.12,1926.72,26.96,3427.83,0.1913,433.8253,30.0000,43.65,24.90,1001.40,0.00,0.00
2024-03-12T15:29:02,30.53,56.78,38.10,1926.45,26.98,3427.38,0.1913,433.8905,30.0000,43.64,24.90,1001.41,0.00,0.00
2024-03-12T15:29:07,20.99,39.04,38.13,1926.55,26.99,3427.40,0.1914,434.1399,30.0000,43.65,24.90,1001.36,0.00,0.00
2024-03-12T15:29:12,30.53,56.78,38.13,1926.87,26.96,3428.01,0.1913,433.9245,30.0000,43.66,24.90,1001.38,0.00,0.00
2024-03-12T15:29:17,7.63,14.19,38.10,1926.29,26.98,3426.90,0.1914,434.1276,30.0000,43.65,24.91,1001.39,0.00,0.00
2024-03-12T15:29:22,25.76,47.91,38.13,1926.37,26.99,3427.16,0.1913,434.0086,30.0000,43.65,24.90,1001.39,0.00,0.00
2024-03-12T15:29:27,39.59,73.63,38.10,1925.50,26.99,3425.39,0.1914,434.1003,30.0000,43.64,24.91,1001.36,0.00,0.00
2024-03-12T15:29:32,21.46,39.91,38.12,1923.83,26.96,3422.46,0.1913,433.9732,30.0000,43.64,24.90,1001.34,0.00,0.00
