timestamp(UTC),NetADC_CO-CO_ug,NetADC_CO-CO( ppb),NetPid_P3-PPB_ug,NetPid_P3-PPB(ppm),NetPid_P3-TEMP(°C),NetBME280-HPA(hPa),NetBME280-PERC(%),NetBME280-TEMP_EXT(°C),NetPM-PM10(µg/m3),NetPM-PM25(µg/m3),NetPid_P1-PPB_ug,NetPid_P1-PPB(ppm),NetPid_P1-TEMP(°C),NetADC_O3-O3_ug,NetADC_O3-O3(ppb),NetADC_NO2-NO2(ppb),NetADC_NO2-NO2_ug,NetCO2-HUM(%),NetCO2-TEMP(°C),NetCO2-CO2_ug,NetCO2-CO2(ppm)
2024-02-05T00:10:00,72.73,64.24,783.1,0.3,31.0,998.94,44.08,24.19,0.22,0.22,464.5227,0.2048,32.0000,63.60,32.78,27.45,51.05,35.32,25.85,674.58,379.20
2024-02-05T00:20:00,72.24,63.80,781.8,0.3,31.0,998.99,44.08,24.19,0.23,0.23,464.1983,0.2047,32.0000,64.57,33.28,27.71,51.53,35.33,25.86,667.66,375.29
2024-02-05T00:30:00,69.55,61.43,781.8,0.3,31.0,999.01,44.07,24.19,0.22,0.22,463.8964,0.2045,32.0000,63.51,32.73,27.89,51.88,35.33,25.86,666.71,374.75
2024-02-05T00:40:00,70.23,62.03,781.0,0.3,31.0,998.93,44.07,24.19,0.24,0.24,463.5280,0.2044,32.0000,64.98,33.49,27.95,51.98,35.33,25.85,669.36,376.27
2024-02-05T00:50:00,68.94,60.89,780.9,0.3,31.0,998.92,44.10,24.18,0.18,0.18,463.2175,0.2042,32.0000,64.11,33.04,27.87,51.83,35.34,25.85,667.51,375.22
2024-02-05T01:00:00,68.73,60.71,780.4,0.3,31.0,998.94,44.10,24.18,0.20,0.20,462.7846,0.2040,32.0000,64.46,33.22,27.05,50.31,35.35,25.84,665.04,373.82
2024-02-05T01:10:00,65.95,58.25,780.9,0.3,31.0,998.96,44.08,24.19,0.20,0.20,461.9413,0.2037,32.0000,64.97,33.49,26.72,49.70,35.34,25.84,662.54,372.42
2024-02-05T01:20:00,65.28,57.65,781.8,0.3,31.0,998.99,44.07,24.19,0.20,0.20,461.0502,0.2033,32.0000,65.38,33.69,28.20,52.45,35.33,25.85,665.08,373.83
2024-02-05T01:30:00,64.43,56.91,780.7,0.3,31.0,999.03,44.04,24.20,0.20,0.20,459.9504,0.2028,32.0000,64.50,33.24,26.62,49.51,35.32,25.85,663.92,373.19
2024-02-05T01:40:00,63.08,55.71,780.1,0.3,31.0,999.06,44.05,24.20,0.19,0.19,459.3178,0.2025,32.0000,64.84,33.41,27.53,51.21,35.31,25.85,665.18,373.88
2024-02-05T01:50:00,59.03,52.14,779.8,0.3,31.0,999.01,44.06,24.19,0.20,0.20,458.7952,0.2023,32.0000,65.47,33.74,27.41,50.97,35.31,25.86,671.25,377.30
2024-02-05T02:00:00,60.79,53.68,779.2,0.3,31.0,999.00,44.07,24.18,0.22,0.22,458.2043,0.2020,32.0000,65.81,33.92,26.90,50.03,35.32,25.85,652.36,366.68
2024-02-05T02:10:00,61.25,54.10,778.7,0.3,31.0,998.94,44.08,24.18,0.20,0.20,457.7537,0.2018,32.0000,66.01,34.02,27.52,51.18,35.33,25.84,655.06,368.21
2024-02-05T02:20:00,55.81,49.29,778.7,0.3,31.0,999.01,44.10,24.17,0.17,0.17,457.5277,0.2017,32.0000,64.15,33.06,27.83,51.76,35.33,25.84,655.44,368.39
2024-02-05T02:30:00,55.63,49.12,778.1,0.3,31.0,999.04,44.10,24.17,0.20,0.20,456.8022,0.2014,32.0000,63.73,32.84,27.96,52.01,35.34,25.84,654.17,367.67
2024-02-05T02:40:00,54.10,47.78,777.3,0.3,31.0,999.00,44.11,24.17,0.15,0.15,456.4364,0.2012,32.0000,64.92,33.46,27.70,51.52,35.34,25.84,654.72,367.99
2024-02-05T02:50:00,54.90,48.48,776.9,0.3,31.0,998.96,44.11,24.17,0.15,0.15,456.4247,0.2012,32.0000,64.55,33.27,28.16,52.38,35.35,25.84,654.36,367.81
2024-02-05T03:00:00,52.11,46.02,776.4,0.3,31.0,998.92,44.11,24.18,0.18,0.18,456.0643,0.2011,32.0000,65.51,33.76,27.32,50.81,35.36,25.83,660.47,371.26
2024-02-05T03:10:00,52.62,46.48,776.8,0.3,31.0,998.84,44.11,24.18,0.17,0.17,456.1050,0.2011,32.0000,64.83,33.42,27.27,50.72,35.36,25.84,656.25,368.92
2024-02-05T03:20:00,52.90,46.73,777.6,0.3,31.0,998.90,44.11,24.19,0.22,0.22,456.1004,0.2011,32.0000,65.24,33.63,28.59,53.17,35.36,25.84,650.88,365.88
2024-02-05T03:30:00,52.51,46.38,777.4,0.3,31.0,999.03,44.11,24.19,0.15,0.15,455.8985,0.2010,32.0000,66.01,34.02,27.84,51.78,35.36,25.85,645.63,362.88
2024-02-05T03:40:00,53.73,47.45,776.6,0.3,31.0,999.07,44.13,24.18,0.17,0.17,455.5172,0.2008,32.0000,64.19,33.08,27.61,51.35,35.37,25.84,649.91,365.27
2024-02-05T03:50:00,50.02,44.17,775.8,0.3,31.0,999.09,44.13,24.17,0.17,0.17,454.7508,0.2005,32.0000,65.30,33.65,27.34,50.86,35.37,25.84,656.70,369.07
2024-02-05T04:00:00,49.90,44.06,775.7,0.3,31.0,999.10,44.13,24.18,0.18,0.18,454.5730,0.2004,32.0000,64.81,33.40,27.85,51.80,35.37,25.84,646.52,363.35
2024-02-05T04:10:00,47.31,41.77,775.8,0.3,31.0,999.13,44.13,24.18,0.15,0.15,454.0408,0.2001,32.0000,65.62,33.81,27.84,51.79,35.38,25.84,643.23,361.49
2024-02-05T04:20:00,47.38,41.83,776.6,0.3,31.0,999.19,44.13,24.17,0.17,0.17,453.9247,0.2001,32.0000,64.95,33.47,26.59,49.48,35.37,25.84,644.99,362.46
2024-02-05T04:30:00,47.28,41.75,776.5,0.3,31.0,999.22,44.15,24.17,0.15,0.15,453.9637,0.2001,32.0000,64.82,33.40,26.76,49.78,35.38,25.84,647.51,363.85
2024-02-05T04:40:00,46.99,41.48,776.0,0.3,31.0,999.28,44.15,24.17,0.18,0.18,453.1952,0.1997,32.0000,66.23,34.12,28.51,53.04,35.37,25.84,647.52,363.84
2024-02-05T04:50:00,45.12,39.83,774.8,0.3,31.0,999.28,44.16,24.17,0.16,0.16,452.8159,0.1996,32.0000,66.45,34.23,27.81,51.73,35.37,25.85,649.22,364.79
2024-02-05T05:00:00,46.21,40.80,775.2,0.3,31.0,999.24,44.16,24.17,0.18,0.18,452.6434,0.1995,32.0000,64.27,33.11,28.17,52.41,35.37,25.85,642.82,361.21
2024-02-05T05:10:00,45.37,40.06,775.3,0.3,31.0,999.30,44.17,24.17,0.18,0.18,452.4449,0.1994,32.0000,65.52,33.76,27.22,50.65,35.36,25.86,643.22,361.41
2024-02-05T05:20:00,43.39,38.30,774.4,0.3,31.0,999.41,44.18,24.18,0.16,0.16,452.0568,0.1992,32.0000,64.82,33.39,28.16,52.40,35.37,25.87,646.34,363.14
2024-02-05T05:30:00,47.65,42.06,775.6,0.3,31.0,999.49,44.17,24.20,0.15,0.15,452.3891,0.1994,32.0000,64.51,33.23,28.06,52.21,35.33,25.91,639.36,359.21
2024-02-05T05:40:00,48.95,43.22,775.4,0.3,31.0,999.49,44.13,24.23,0.14,0.14,452.5113,0.1994,32.0000,65.52,33.75,27.29,50.77,35.29,25.94,636.20,357.47
2024-02-05T05:50:00,48.62,42.93,776.0,0.3,31.0,999.50,44.11,24.24,0.14,0.14,453.0614,0.1997,32.0000,65.03,33.50,26.72,49.70,35.28,25.95,641.44,360.43
2024-02-05T06:00:00,47.94,42.33,776.0,0.3,31.0,999.53,44.10,24.25,0.13,0.13,452.9411,0.1996,32.0000,63.92,32.93,28.28,52.62,35.31,25.93,648.28,364.27
2024-02-05T06:10:00,45.57,40.22,774.8,0.3,31.0,999.66,44.10,24.24,0.14,0.14,453.6372,0.1999,32.0000,65.17,33.57,27.36,50.91,35.35,25.91,649.23,364.75
2024-02-05T06:20:00,45.41,40.08,775.0,0.3,31.0,999.75,44.09,24.24,0.13,0.13,453.9007,0.2000,32.0000,66.93,34.47,28.38,52.81,35.37,25.89,647.56,363.78
