experiment;reference;parameter;avg;device_id;R2;a;b;RMSE;nRMSE;r;device_type;location_type
chamber_meteo;Palas AQ-Guard;RH;1 hour;19;0.915;0.843;-0.388;8.28;18.3;0.957;Wings;indoor
chamber_meteo;Palas AQ-Guard;RH;1 hour;mean;0.903;0.863;-1.574;8.707;19.233;0.950;Wings;indoor
chamber_meteo;Palas AQ-Guard;air_temp;1 hour;17;0.926;0.91;5.71;3.81;15.6;0.962;Wings;indoor
chamber_meteo;Palas AQ-Guard;air_temp;1 hour;18;0.907;0.874;5.46;2.89;11.8;0.952;Wings;indoor
chamber_meteo;Palas AQ-Guard;air_temp;1 hour;19;0.938;0.924;4.54;2.99;12.2;0.968;Wings;indoor
chamber_meteo;Palas AQ-Guard;air_temp;1 hour;mean;0.924;0.903;5.237;3.230;13.200;0.961;Wings;indoor
chamber_meteo;Palas AQ-Guard;abs_hum;1 hour;17;0.989;0.867;0.831;1.02;9.46;0.994;Wings;indoor
chamber_meteo;Palas AQ-Guard;abs_hum;1 hour;18;0.988;0.948;0.218;0.693;6.43;0.994;Wings;indoor
chamber_meteo;Palas AQ-Guard;abs_hum;1 hour;19;0.991;0.902;0.576;0.814;7.55;0.996;Wings;indoor
chamber_meteo;Palas AQ-Guard;abs_hum;1 hour;mean;0.989;0.906;0.542;0.842;7.813;0.995;Wings;indoor
chamber_meteo;Palas AQ-Guard;CO2;1 hour;17;0.802;1.93;-30.7;294;46.1;0.895;Wings;indoor
chamber_meteo;Palas AQ-Guard;CO2;1 hour;18;0.792;1.91;-286;304;47.7;0.89;Wings;indoor
chamber_meteo;Palas AQ-Guard;CO2;1 hour;19;0.793;1.84;-244;297;46.7;0.891;Wings;indoor
chamber_meteo;Palas AQ-Guard;CO2;1 hour;mean;0.796;1.893;-186.900;298.333;46.833;0.892;Wings;indoor
chamber_meteo;GMP-251;CO2;1 hour;17;0.707;1.67;-217;250;36.6;0.841;Wings;indoor
chamber_meteo;GMP-251;CO2;1 hour;18;0.701;1.65;-200;260;38;0.837;Wings;indoor
chamber_meteo;GMP-251;CO2;1 hour;19;0.697;1.58;-157;253;37.1;0.835;Wings;indoor
chamber_meteo;GMP-251;CO2;1 hour;mean;0.702;1.633;-191.333;254.333;37.233;0.838;Wings;indoor
chamber_meteo;chamber;RH;1 hour;17;0.797;0.639;4.36;14.9;30.3;0.893;Wings;indoor
chamber_meteo;chamber;RH;1 hour;18;0.756;0.778;0.756;21.1;24.8;0.87;Wings;indoor
chamber_meteo;chamber;RH;1 hour;19;0.799;0.687;4.02;13;26.4;0.894;Wings;indoor
chamber_meteo;chamber;RH;1 hour;mean;0.784;0.701;3.045;16.333;27.167;0.886;Wings;indoor
chamber_meteo;chamber;air_temp;1 hour;17;0.851;0.847;7.89;4.76;20.1;0.922;Wings;indoor
chamber_meteo;chamber;air_temp;1 hour;18;0.824;0.808;7.67;3.89;16.4;0.908;Wings;indoor
chamber_meteo;chamber;air_temp;1 hour;19;0.866;0.862;6.7;3.97;16.8;0.931;Wings;indoor
chamber_meteo;chamber;air_temp;1 hour;mean;0.847;0.839;7.420;4.207;17.767;0.920;Wings;indoor
chamber_meteo;chamber;abs_hum;1 hour;17;0.978;0.776;1.43;1.81;16;0.989;Wings;indoor
chamber_meteo;chamber;abs_hum;1 hour;18;0.975;0.847;0.881;1.43;12.7;0.988;Wings;indoor
chamber_meteo;chamber;abs_hum;1 hour;19;0.981;0.807;1.2;1.6;14.2;0.99;Wings;indoor
chamber_meteo;chamber;abs_hum;1 hour;mean;0.978;0.810;1.170;1.613;14.300;0.989;Wings;indoor
chamber_meteo;Palas AQ-Guard;RH;10 min;1602;0.956;1.08;-5.8;4.62;10.3;0.979;Wings;outdoor
chamber_meteo;Palas AQ-Guard;RH;10 min;1603;0.936;0.992;-3.14;5.88;13.1;0.967;Wings;outdoor
chamber_meteo;Palas AQ-Guard;RH;10 min;1604;0.908;1.16;-7.51;7.02;15.6;0.953;Wings;outdoor
chamber_meteo;Palas AQ-Guard;RH;10 min;mean;0.933;1.077;-5.483;5.840;13.000;0.966;Wings;outdoor
chamber_meteo;Palas AQ-Guard;air_temp;10 min;1602;0.927;0.925;2.19;1.61;6.57;0.963;Wings;outdoor
chamber_meteo;Palas AQ-Guard;air_temp;10 min;1603;0.898;0.916;2.28;1.87;7.66;0.947;Wings;outdoor
chamber_meteo;Palas AQ-Guard;air_temp;10 min;1604;0.833;0.843;5.32;2.81;11.5;0.912;Wings;outdoor
chamber_meteo;Palas AQ-Guard;air_temp;10 min;mean;0.886;0.895;3.263;2.097;8.577;0.941;Wings;outdoor
chamber_meteo;Palas AQ-Guard;abs_hum;10 min;1602;0.993;1.04;-0.742;0.729;6.8;0.996;Wings;outdoor
chamber_meteo;Palas AQ-Guard;abs_hum;10 min;1603;0.981;0.936;-0.173;1.29;12.1;0.99;Wings;outdoor
chamber_meteo;Palas AQ-Guard;abs_hum;10 min;1604;0.975;1.18;-10,8;1.93;18;0.988;Wings;outdoor
chamber_meteo;Palas AQ-Guard;abs_hum;10 min;mean;0.983;1.052;-0.458;1.316;12.300;0.991;Wings;outdoor
chamber_meteo;chamber;RH;10 min;1602;0.862;0.913;-1.66;9.44;19.3;0.928;Wings;outdoor
chamber_meteo;chamber;RH;10 min;1603;0.828;0.829;0.693;11.2;22.8;0.91;Wings;outdoor
chamber_meteo;chamber;RH;10 min;1604;0.79;0.963;-2.33;10.6;21.6;0.889;Wings;outdoor
chamber_meteo;chamber;RH;10 min;mean;0.827;0.902;-1.099;10.413;21.233;0.909;Wings;outdoor
chamber_meteo;chamber;air_temp;10 min;1602;0.813;0.806;5.72;2.93;12.4;0.901;Wings;outdoor
chamber_meteo;chamber;air_temp;10 min;1603;0.767;0.788;6.01;3.18;13.4;0.876;Wings;outdoor
chamber_meteo;chamber;air_temp;10 min;1604;0.678;0.708;9.16;4.21;17.8;0.824;Wings;outdoor
chamber_meteo;chamber;air_temp;10 min;mean;0.753;0.767;6.963;3.440;14.533;0.867;Wings;outdoor
chamber_meteo;chamber;abs_hum;10 min;1602;0.982;0.949;-0.214;1.29;11.5;0.991;Wings;outdoor
chamber_meteo;chamber;abs_hum;10 min;1603;0.966;0.851;0.322;2.1;18.7;0.983;Wings;outdoor
chamber_meteo;chamber;abs_hum;10 min;1604;0.959;1.07;-0.443;1.74;15.4;0.979;Wings;outdoor
chamber_meteo;chamber;abs_hum;10 min;mean;0.969;0.957;-0.112;1.710;15.200;0.984;Wings;outdoor
chamber_meteo;Palas AQ-Guard;RH;1 hour;1602;0.969;1.11;-6.97;3.34;7.38;0.985;Wings;outdoor
chamber_meteo;Palas AQ-Guard;RH;1 hour;1603;0.944;1.02;-4.72;4.79;10.6;0.972;Wings;outdoor
chamber_meteo;Palas AQ-Guard;RH;1 hour;1604;0.902;1.19;-8.98;5.17;11.4;0.95;Wings;outdoor
chamber_meteo;Palas AQ-Guard;RH;1 hour;mean;0.938;1.107;-6.890;4.433;9.793;0.969;Wings;outdoor
chamber_meteo;Palas AQ-Guard;air_temp;1 hour;1602;0.984;0.964;1.27;0.787;3.22;0.992;Wings;outdoor
chamber_meteo;Palas AQ-Guard;air_temp;1 hour;1603;0.971;0.97;0.967;0.941;3.85;0.986;Wings;outdoor
chamber_meteo;Palas AQ-Guard;air_temp;1 hour;1604;0.939;0.91;3.64;2.01;8.23;0.969;Wings;outdoor
chamber_meteo;Palas AQ-Guard;air_temp;1 hour;mean;0.965;0.948;1.959;1.246;5.100;0.982;Wings;outdoor
chamber_meteo;Palas AQ-Guard;abs_hum;1 hour;1602;0.997;1.03;-0.571;0.413;3.83;0.999;Wings;outdoor
chamber_meteo;Palas AQ-Guard;abs_hum;1 hour;1603;0.993;0.928;-0.076;1.01;9.36;0.997;Wings;outdoor
chamber_meteo;Palas AQ-Guard;abs_hum;1 hour;1604;0.991;1.16;-0.87;1.32;12.2;0.995;Wings;outdoor
chamber_meteo;Palas AQ-Guard;abs_hum;1 hour;mean;0.994;1.039;-0.506;0.914;8.463;0.997;Wings;outdoor
chamber_meteo;chamber;RH;1 hour;1602;0.883;0.923;-2.12;7.5;15.3;0.94;Wings;outdoor
chamber_meteo;chamber;RH;1 hour;1603;0.84;0.839;0.237;9.37;19.1;0.917;Wings;outdoor
chamber_meteo;chamber;RH;1 hour;1604;0.783;0.97;-2.62;8.01;16.3;0.885;Wings;outdoor
chamber_meteo;chamber;RH;1 hour;mean;0.835;0.911;-1.501;8.293;16.900;0.914;Wings;outdoor
chamber_meteo;chamber;air_temp;1 hour;1602;0.94;0.914;3.16;1.77;7.45;0.969;Wings;outdoor
chamber_meteo;chamber;air_temp;1 hour;1603;0.916;0.914;3.01;1.88;7.93;0.957;Wings;outdoor
chamber_meteo;chamber;air_temp;1 hour;1604;0.866;0.851;5.79;3.03;12.8;0.931;Wings;outdoor
chamber_meteo;chamber;air_temp;1 hour;mean;0.907;0.893;3.987;2.227;9.393;0.952;Wings;outdoor
chamber_meteo;chamber;abs_hum;1 hour;1602;0.993;0.921;0.107;1.01;8.99;0.996;Wings;outdoor
chamber_meteo;chamber;abs_hum;1 hour;1603;0.985;0.831;0.554;1.76;15.6;0.992;Wings;outdoor
chamber_meteo;chamber;abs_hum;1 hour;1604;0.981;1.04;-0.0785;0.912;8.08;0.991;Wings;outdoor
chamber_meteo;chamber;abs_hum;1 hour;mean;0.986;0.931;0.194;1.227;10.890;0.993;Wings;outdoor
chamber_CO2;GMP-251;CO2;5 min;17;0.441;-0.216;1370;1604;67.7;-0.664;Wings;indoor
chamber_CO2;GMP-251;CO2;5 min;18;0.448;-0.228;1372;163;68.8;-0.669;Wings;indoor
chamber_CO2;GMP-251;CO2;5 min;19;0.446;-0.21;1359;1601;67.6;-0.668;Wings;indoor
chamber_CO2;GMP-251;CO2;5 min;mean;0.445;-0.218;1367.000;1122.667;68.033;-0.667;Wings;indoor
chamber_CO2;GMP-251;CO2;1 hour;17;0.606;-0.243;1431;1525;66.1;-0.779;Wings;indoor
chamber_CO2;GMP-251;CO2;1 hour;18;0.62;-0.257;1438;1550;67.2;-0.787;Wings;indoor
chamber_CO2;GMP-251;CO2;1 hour;19;0.605;-0.235;1414;1522;66;-0.788;Wings;indoor
chamber_CO2;GMP-251;CO2;1 hour;mean;0.610;-0.245;1427.667;1532.333;66.433;-0.785;Wings;indoor
chamber_CO2;Palas AQ-Guard;CO2;5 min;17;0.451;-0.242;1416;1363;62.6;-0.671;Wings;indoor
chamber_CO2;Palas AQ-Guard;CO2;5 min;18;0.458;-0.255;1420;1388;63.7;-0.677;Wings;indoor
chamber_CO2;Palas AQ-Guard;CO2;5 min;19;0.453;-0.233;1398;1362;62.5;-0.673;Wings;indoor
chamber_CO2;Palas AQ-Guard;CO2;5 min;mean;0.454;-0.243;1411.333;1371.000;62.933;-0.674;Wings;indoor
chamber_actetone;Palas AQ-Guard;VOC;5 min;17;0.741;0.00676;5.15;11518;105;0.861;Wings;indoor
chamber_actetone;Palas AQ-Guard;VOC;5 min;18;0.766;0.071;-1.26;11433;105;0.875;Wings;indoor
chamber_actetone;Palas AQ-Guard;VOC;5 min;19;0.74;0.067;23.2;11496;105;0.86;Wings;indoor
chamber_actetone;Palas AQ-Guard;VOC;5 min;mean;0.749;0.048;9.030;11482.333;105.000;0.865;Wings;indoor
chamber_actetone;Palas AQ-Guard;PM01;5 min;17;0.993;0.973;-0.101;0.175;17.5;0.996;Wings;indoor
chamber_actetone;Palas AQ-Guard;PM01;5 min;18;0.989;0.889;-0.0175;0.239;23.9;0.994;Wings;indoor
chamber_actetone;Palas AQ-Guard;PM01;5 min;19;0.991;1.06;-0.0363;0.165;16.5;0.996;Wings;indoor
chamber_actetone;Palas AQ-Guard;PM01;5 min;mean;0.991;0.974;-0.052;0.193;19.300;0.995;Wings;indoor
chamber_actetone;Palas AQ-Guard;PM02.5;5 min;17;0.978;0.953;-0.145;0.295;24.8;0.989;Wings;indoor
chamber_actetone;Palas AQ-Guard;PM02.5;5 min;18;0.976;0.888;-0.086;0.336;28.2;0.988;Wings;indoor
chamber_actetone;Palas AQ-Guard;PM02.5;5 min;19;0.981;1.06;-0.085;0.23;19.3;0.99;Wings;indoor
chamber_actetone;Palas AQ-Guard;PM02.5;5 min;mean;0.978;0.967;-0.105;0.287;24.100;0.989;Wings;indoor
chamber_actetone;Palas AQ-Guard;PM10;5 min;17;0.929;0.792;-0.012;0.588;42.4;0.964;Wings;indoor
chamber_actetone;Palas AQ-Guard;PM10;5 min;18;0.925;0.731;0.01;0.676;48.3;0.962;Wings;indoor
chamber_actetone;Palas AQ-Guard;PM10;5 min;19;0.941;0.881;0.062;0.431;31;0.97;Wings;indoor
chamber_actetone;Palas AQ-Guard;PM10;5 min;mean;0.932;0.801;0.020;0.565;40.567;0.965;Wings;indoor
chamber_actetone;Palas AQ-Guard;VOC;1 hour;17;0.772;0.0648;45.5;11502;103;0.879;Wings;indoor
chamber_actetone;Palas AQ-Guard;VOC;1 hour;18;0.798;0.0687;34.2;11464;103;0.983;Wings;indoor
chamber_actetone;Palas AQ-Guard;VOC;1 hour;19;0.768;0.0638;65.2;11497;103;0.877;Wings;indoor
chamber_actetone;Palas AQ-Guard;VOC;1 hour;mean;0.779;0.066;48.300;11487.667;103.000;0.913;Wings;indoor
chamber_actetone;Palas AQ-Guard;PM01;1 hour;17;0.998;1.01;-0.125;0.124;16.1;0.999;Wings;indoor
chamber_actetone;Palas AQ-Guard;PM01;1 hour;18;0.998;0.941;-0.0547;0.113;14.7;0.999;Wings;indoor
chamber_actetone;Palas AQ-Guard;PM01;1 hour;19;0.998;1.12;-0.0761;0.096;12.4;0.999;Wings;indoor
chamber_actetone;Palas AQ-Guard;PM01;1 hour;mean;0.998;1.024;-0.085;0.111;14.400;0.999;Wings;indoor
chamber_actetone;Palas AQ-Guard;PM02.5;1 hour;17;0.982;1.01;-0.193;0.214;22.5;0.991;Wings;indoor
chamber_actetone;Palas AQ-Guard;PM02.5;1 hour;18;0.982;0.962;-0.153;0.215;22.6;0.991;Wings;indoor
chamber_actetone;Palas AQ-Guard;PM02.5;1 hour;19;0.982;1.14;-0.156;0.155;16.3;0.991;Wings;indoor
chamber_actetone;Palas AQ-Guard;PM02.5;1 hour;mean;0.982;1.037;-0.167;0.195;20.467;0.991;Wings;indoor
chamber_actetone;Palas AQ-Guard;PM10;1 hour;17;0.946;0.889;-0.125;0.316;28.3;0.973;Wings;indoor
chamber_actetone;Palas AQ-Guard;PM10;1 hour;18;0.932;0.845;-0.118;0.368;32.9;0.965;Wings;indoor
chamber_actetone;Palas AQ-Guard;PM10;1 hour;19;0.937;0.996;-0.074;0.223;20;0.968;Wings;indoor
chamber_actetone;Palas AQ-Guard;PM10;1 hour;mean;0.938;0.910;-0.106;0.302;27.067;0.969;Wings;indoor
chamber_PM;Palas AQ-Guard;VOC;5 min;17;0.088;0.652;1484;3204;452;0.296;Wings;indoor
chamber_PM;Palas AQ-Guard;VOC;5 min;18;0.0904;0.646;1446;3123;440;0.301;Wings;indoor
chamber_PM;Palas AQ-Guard;VOC;5 min;19;0.0871;0.627;1432;3092;436;0.295;Wings;indoor
chamber_PM;Palas AQ-Guard;VOC;5 min;mean;0.089;0.642;1454.000;3139.667;442.667;0.297;Wings;indoor
chamber_PM;Palas AQ-Guard;PM01;5 min;17;0.951;0.659;0.926;15;87.5;0.975;Wings;indoor
chamber_PM;Palas AQ-Guard;PM01;5 min;18;0.918;0.586;1.22;18.1;106;0.958;Wings;indoor
chamber_PM;Palas AQ-Guard;PM01;5 min;19;0.928;0.626;1.27;16.5;96.3;0.964;Wings;indoor
chamber_PM;Palas AQ-Guard;PM01;5 min;mean;0.932;0.624;1.139;16.533;96.600;0.966;Wings;indoor
chamber_PM;Palas AQ-Guard;PM02.5;5 min;17;0.953;0.675;0.798;14.7;83.1;0.976;Wings;indoor
chamber_PM;Palas AQ-Guard;PM02.5;5 min;18;0.917;0.611;1.14;17.6;99.5;0.958;Wings;indoor
chamber_PM;Palas AQ-Guard;PM02.5;5 min;19;0.925;0.653;1.22;16;90.4;0.962;Wings;indoor
chamber_PM;Palas AQ-Guard;PM02.5;5 min;mean;0.932;0.646;1.053;16.100;91.000;0.965;Wings;indoor
chamber_PM;Palas AQ-Guard;PM10;5 min;17;0.956;0.634;0.609;17.3;90.3;0.978;Wings;indoor
chamber_PM;Palas AQ-Guard;PM10;5 min;18;0.912;0.572;1.03;20.4;106;0.955;Wings;indoor
chamber_PM;Palas AQ-Guard;PM10;5 min;19;0.91;0.609;1.18;19;99.1;0.954;Wings;indoor
chamber_PM;Palas AQ-Guard;PM10;5 min;mean;0.926;0.605;0.940;18.900;98.467;0.962;Wings;indoor
chamber_PM;Palas AQ-Guard;VOC;1 hour;17;0.118;0.0299;387;1824;113;0.344;Wings;indoor
chamber_PM;Palas AQ-Guard;VOC;1 hour;18;0.069;0.0208;338;1874;116;0.263;Wings;indoor
chamber_PM;Palas AQ-Guard;VOC;1 hour;19;0.121;0.0312;390;1819;113;0.347;Wings;indoor
chamber_PM;Palas AQ-Guard;VOC;1 hour;mean;0.103;0.027;371.667;1839.000;114.000;0.318;Wings;indoor
chamber_PM;Palas AQ-Guard;PM01;1 hour;17;0.996;0.695;0.492;10.5;61.1;0.998;Wings;indoor
chamber_PM;Palas AQ-Guard;PM01;1 hour;18;0.985;0.617;0.815;13.2;76.6;0.992;Wings;indoor
chamber_PM;Palas AQ-Guard;PM01;1 hour;19;0.977;0.652;1.06;12.1;70.1;0.989;Wings;indoor
chamber_PM;Palas AQ-Guard;PM01;1 hour;mean;0.986;0.655;0.789;11.933;69.267;0.993;Wings;indoor
chamber_PM;Palas AQ-Guard;PM02.5;1 hour;17;0.996;0.707;0.389;10.4;58.3;0.998;Wings;indoor
chamber_PM;Palas AQ-Guard;PM02.5;1 hour;18;0.982;0.64;0.765;12.8;71.8;0.991;Wings;indoor
chamber_PM;Palas AQ-Guard;PM02.5;1 hour;19;0.974;0.676;1.05;11.6;65.3;0.987;Wings;indoor
chamber_PM;Palas AQ-Guard;PM02.5;1 hour;mean;0.984;0.674;0.735;11.600;65.133;0.992;Wings;indoor
chamber_PM;Palas AQ-Guard;PM10;1 hour;17;0.994;0.6;0.271;13;67.5;0.997;Wings;indoor
chamber_PM;Palas AQ-Guard;PM10;1 hour;18;0.976;0.596;0.69;15.5;80.2;0.988;Wings;indoor
chamber_PM;Palas AQ-Guard;PM10;1 hour;19;0.966;0.629;1.02;14.3;74.1;0.983;Wings;indoor
chamber_PM;Palas AQ-Guard;PM10;1 hour;mean;0.979;0.608;0.660;14.267;73.933;0.989;Wings;indoor
chamber_PM;Tropos;PM01;5 min;17;0.771;0.393;-0.13;71.9;83.6;0.878;Wings;indoor
chamber_PM;Tropos;PM01;5 min;18;0.709;0.344;1.53;76.2;88.7;0.842;Wings;indoor
chamber_PM;Tropos;PM01;5 min;19;0.736;0.374;1.42;73;85;0.858;Wings;indoor
chamber_PM;Tropos;PM01;5 min;mean;0.739;0.370;0.940;73.700;85.767;0.859;Wings;indoor
chamber_PM;Tropos;PM02.5;5 min;17;0.767;0.399;-0.219;73;82.8;0.876;Wings;indoor
chamber_PM;Tropos;PM02.5;5 min;18;0.706;0.356;1.52;76.8;87.1;0.84;Wings;indoor
chamber_PM;Tropos;PM02.5;5 min;19;0.732;0.387;1.44;73.4;83.2;0.856;Wings;indoor
chamber_PM;Tropos;PM02.5;5 min;mean;0.735;0.381;0.914;74.400;84.367;0.857;Wings;indoor
chamber_PM;Tropos;PM10;5 min;17;0.737;0.357;-0.647;86.9;87;0.858;Wings;indoor
chamber_PM;Tropos;PM10;5 min;18;0.666;0.316;1.4;90.8;91;0.816;Wings;indoor
chamber_PM;Tropos;PM10;5 min;19;0.698;0.345;1.19;87.3;87.4;0.836;Wings;indoor
chamber_PM;Tropos;PM10;5 min;mean;0.700;0.339;0.648;88.333;88.467;0.837;Wings;indoor
chamber_PM;Tropos;PM01;1 hour;17;0.839;0.408;-1.45;59.6;74.7;0.916;Wings;indoor
chamber_PM;Tropos;PM01;1 hour;18;0.767;0.34;1.38;63.9;80.1;0.876;Wings;indoor
chamber_PM;Tropos;PM01;1 hour;19;0.735;0.346;3.11;62.1;77.9;0.857;Wings;indoor
chamber_PM;Tropos;PM01;1 hour;mean;0.780;0.365;1.013;61.867;77.567;0.883;Wings;indoor
chamber_PM;Tropos;PM02.5;1 hour;17;0.835;0.412;-1.39;60.7;74.1;0.914;Wings;indoor
chamber_PM;Tropos;PM02.5;1 hour;18;0.76;0.349;1.65;64.5;78.8;0.872;Wings;indoor
chamber_PM;Tropos;PM02.5;1 hour;19;0.725;0.255;3.62;62.7;76.6;0.851;Wings;indoor
chamber_PM;Tropos;PM02.5;1 hour;mean;0.773;0.339;1.293;62.633;76.500;0.879;Wings;indoor
chamber_PM;Tropos;PM10;1 hour;17;0.759;0.346;-1.23;78.3;80.6;0.871;Wings;indoor
chamber_PM;Tropos;PM10;1 hour;18;0.665;0.288;2.36;82.2;84.6;0.815;Wings;indoor
chamber_PM;Tropos;PM10;1 hour;19;0.652;0.296;4.03;80;82.4;0.808;Wings;indoor
chamber_PM;Tropos;PM10;1 hour;mean;0.692;0.310;1.720;80.167;82.533;0.831;Wings;indoor
chamber_PM;Palas AQ-Guard;PM01;10 min;1602;0.0408;0.0079;3.57;38.9;227;0.202;Wings;outdoor
chamber_PM;Palas AQ-Guard;PM01;10 min;1603;0.105;0.068;7.88;36;210;0.324;Wings;outdoor
chamber_PM;Palas AQ-Guard;PM01;10 min;1604;0.0901;0.069;10.1;35.7;208;0.3;Wings;outdoor
chamber_PM;Palas AQ-Guard;PM01;10 min;mean;0.079;0.048;7.183;36.867;215.000;0.275;Wings;outdoor
chamber_PM;Palas AQ-Guard;PM02.5;10 min;1602;0.0571;0.019;11.6;37.3;211;0.239;Wings;outdoor
chamber_PM;Palas AQ-Guard;PM02.5;10 min;1603;0.0781;0.0942;18.3;36.1;204;0.279;Wings;outdoor
chamber_PM;Palas AQ-Guard;PM02.5;10 min;1604;0.0131;0.0339;19.4;37.8;214;0.114;Wings;outdoor
chamber_PM;Palas AQ-Guard;PM02.5;10 min;mean;0.049;0.049;16.433;37.067;209.667;0.211;Wings;outdoor
chamber_PM;Palas AQ-Guard;PM10;10 min;1602;0.0204;-0.0423;34.9;45.7;238;-0.143;Wings;outdoor
chamber_PM;Palas AQ-Guard;PM10;10 min;1603;0.156;0.264;49.6;52.2;272;0.395;Wings;outdoor
chamber_PM;Palas AQ-Guard;PM10;10 min;1604;0.0952;0.364;64;73;380;0.309;Wings;outdoor
chamber_PM;Palas AQ-Guard;PM10;10 min;mean;0.091;0.195;49.500;56.967;296.667;0.187;Wings;outdoor
chamber_PM;Palas AQ-Guard;PM01;1 hour;1602;0.0504;0.0088;3.58;33;192;0.255;Wings;outdoor
chamber_PM;Palas AQ-Guard;PM01;1 hour;1603;0.195;0.103;7.11;29.2;170;0.442;Wings;outdoor
chamber_PM;Palas AQ-Guard;PM01;1 hour;1604;0.169;0.108;9.53;28.6;166;0.411;Wings;outdoor
chamber_PM;Palas AQ-Guard;PM01;1 hour;mean;0.138;0.073;6.740;30.267;176.000;0.369;Wings;outdoor
chamber_PM;Palas AQ-Guard;PM02.5;1 hour;1602;0.0867;0.0238;11.5;30.9;174;0.296;Wings;outdoor
chamber_PM;Palas AQ-Guard;PM02.5;1 hour;1603;0.149;0.144;17.1;28.6;161;0.386;Wings;outdoor
chamber_PM;Palas AQ-Guard;PM02.5;1 hour;1604;0.033;0.0603;19;30.9;174;0.182;Wings;outdoor
chamber_PM;Palas AQ-Guard;PM02.5;1 hour;mean;0.090;0.076;15.867;30.133;169.667;0.288;Wings;outdoor
chamber_PM;Palas AQ-Guard;PM10;1 hour;1602;0.0477;-0.0673;35.6;39.7;205;-0.218;Wings;outdoor
chamber_PM;Palas AQ-Guard;PM10;1 hour;1603;0.288;0.397;46.7;45.3;235;0.537;Wings;outdoor
chamber_PM;Palas AQ-Guard;PM10;1 hour;1604;0.178;0.565;61.2;68;352;0.421;Wings;outdoor
chamber_PM;Palas AQ-Guard;PM10;1 hour;mean;0.171;0.298;47.833;51.000;264.000;0.247;Wings;outdoor
chamber_PM;Tropos;PM01;10 min;1602;0.0044;0.0045;3.64;111;129;0.209;Wings;outdoor
chamber_PM;Tropos;PM01;10 min;1603;0.0041;-0.0085;15.9;104;121;-0.064;Wings;outdoor
chamber_PM;Tropos;PM01;10 min;1604;0.0522;-0.0235;19.6;104;120;-0.229;Wings;outdoor
chamber_PM;Tropos;PM01;10 min;mean;0.020;-0.009;13.047;106.333;123.333;-0.028;Wings;outdoor
chamber_PM;Tropos;PM02.5;10 min;1602;0.0044;0.002;13.3;107;121;0.0662;Wings;outdoor
chamber_PM;Tropos;PM02.5;10 min;1603;0.01;-0.0201;31;99.4;112;-0.1;Wings;outdoor
chamber_PM;Tropos;PM02.5;10 min;1604;0.108;-0.0363;27.3;103;116;-0.329;Wings;outdoor
chamber_PM;Tropos;PM02.5;10 min;mean;0.041;-0.018;23.867;103.133;116.333;-0.121;Wings;outdoor
chamber_PM;Tropos;PM10;10 min;1602;0.0114;0.0182;27.2;112;111;0.107;Wings;outdoor
chamber_PM;Tropos;PM10;10 min;1603;0.0252;-0.0553;85.4;98;96.4;-0.159;Wings;outdoor
chamber_PM;Tropos;PM10;10 min;1604;0.0489;-0.114;118;105;104;-0.221;Wings;outdoor
chamber_PM;Tropos;PM10;10 min;mean;0.029;-0.050;76.867;105.000;103.800;-0.091;Wings;outdoor
chamber_PM;Tropos;PM01;1 hour;1602;0.0314;0.0034;3.78;93.9;118;0.177;Wings;outdoor
chamber_PM;Tropos;PM01;1 hour;1603;0.0012;-0.0059;14.3;87;109;-0.035;Wings;outdoor
chamber_PM;Tropos;PM01;1 hour;1604;0.0498;-0.0288;19.6;85;107;-0.223;Wings;outdoor
chamber_PM;Tropos;PM01;1 hour;mean;0.027;-0.010;12.560;88.633;111.333;-0.027;Wings;outdoor
chamber_PM;Tropos;PM02.5;1 hour;1602;0.027;-0.0054;13.6;89.4;109;-0.164;Wings;outdoor
chamber_PM;Tropos;PM02.5;1 hour;1603;0.007;-0.0213;29;81.1;99.1;-0.084;Wings;outdoor
chamber_PM;Tropos;PM02.5;1 hour;1604;0.129;-0.0482;28.2;83.3;102;-0.359;Wings;outdoor
chamber_PM;Tropos;PM02.5;1 hour;mean;0.054;-0.025;23.600;84.600;103.367;-0.202;Wings;outdoor
chamber_PM;Tropos;PM10;1 hour;1602;0.0414;0.0362;27.3;91.7;94.4;0.203;Wings;outdoor
chamber_PM;Tropos;PM10;1 hour;1603;0.0312;-0.0792;82.4;78.6;80.9;-0.177;Wings;outdoor
chamber_PM;Tropos;PM10;1 hour;1604;0.0333;-0.112;116;82.1;84.6;-0.183;Wings;outdoor
chamber_PM;Tropos;PM10;1 hour;mean;0.035;-0.052;75.233;84.133;86.633;-0.052;Wings;outdoor
