timestamp(UTC),NetCO2-HUM(%),NetCO2-CO2(ppm),NetCO2-TEMP(°C),NetCO2-CO2_ug,NetADC_O3-O3_ug,NetADC_O3-O3(ppb),NetPM-PM10(µg/m3),NetPM-PM25(µg/m3),NetPid_P1-PPB(ppm),NetPid_P1-PPB_ug,NetPid_P1-TEMP(°C),NetBME280-PERC(%),NetBME280-TEMP_EXT(°C),NetBME280-HPA(hPa),NetADC_NO2-NO2_ug,NetADC_NO2-NO2(ppb)
2024-02-12T16:51:05,37.28,1600.72,32.89,2765.12,33.63,17.85,0.61,0.48,0.4196,924.1739,37.0000,41.67,31.26,993.07,16.14,8.94
2024-02-12T16:51:10,37.32,1599.82,32.87,2763.60,39.75,21.10,0.55,0.43,0.4199,924.8808,37.0000,41.65,31.26,993.09,40.74,22.56
2024-02-12T16:51:15,37.34,1600.38,32.89,2764.55,33.63,17.85,0.59,0.46,0.4193,923.3918,37.0000,41.64,31.26,993.08,32.25,17.86
2024-02-12T16:51:20,37.28,1601.26,32.89,2766.01,33.63,17.85,0.67,0.53,0.4196,924.1157,37.0000,41.62,31.27,993.09,16.14,8.94
2024-02-12T16:51:25,37.26,1600.87,32.89,2765.35,39.75,21.10,0.71,0.55,0.4192,923.3235,37.0000,41.63,31.27,993.10,16.14,8.94
2024-02-12T16:51:30,37.27,1600.61,32.90,2764.85,27.51,14.60,0.88,0.69,0.4195,923.8805,37.0000,41.61,31.27,993.07,16.14,8.94
2024-02-12T16:51:35,37.28,1601.25,32.91,2765.93,46.48,24.67,1.00,0.78,0.4195,923.8960,37.0000,41.60,31.27,993.07,32.25,17.86
2024-02-12T16:51:40,37.29,1600.87,32.90,2765.23,45.87,24.35,0.93,0.73,0.4198,924.4923,37.0000,41.60,31.28,993.08,16.14,8.94
2024-02-12T16:51:45,37.27,1601.47,32.90,2766.27,39.75,21.10,1.07,0.84,0.4196,924.0490,37.0000,41.60,31.28,993.08,7.67,4.25
2024-02-12T16:51:50,37.29,1600.64,32.90,2764.75,45.87,24.35,1.05,0.82,0.4197,924.2230,37.0000,41.60,31.28,993.05,32.25,17.86
2024-02-12T16:51:55,37.27,1600.51,32.90,2764.64,33.03,17.53,0.89,0.69,0.4200,925.0200,37.0000,41.60,31.28,993.10,7.67,4.25
2024-02-12T16:52:00,37.24,1600.42,32.91,2764.40,45.87,24.35,0.77,0.60,0.4200,925.0173,37.0000,41.59,31.29,993.10,-8.45,-4.68
2024-02-12T16:52:05,37.28,1600.19,32.93,2763.88,33.63,17.85,0.75,0.59,0.4201,925.0652,37.0000,41.59,31.29,993.06,24.63,13.64
2024-02-12T16:52:10,37.25,1599.68,32.93,2763.10,52.60,27.92,0.67,0.53,0.4201,925.1604,37.0000,41.58,31.29,993.09,24.63,13.64
2024-02-12T16:52:15,37.24,1600.30,32.91,2764.12,58.72,31.17,0.91,0.71,0.4203,925.4760,37.0000,41.57,31.30,993.10,16.14,8.94
2024-02-12T16:52:20,37.24,1601.42,32.93,2766.06,58.72,31.17,0.95,0.75,0.4200,924.9245,37.0000,41.57,31.29,993.07,24.63,13.64
2024-02-12T16:52:25,37.25,1600.68,32.91,2764.80,33.02,17.53,0.97,0.76,0.4202,925.2389,37.0000,41.57,31.30,993.11,0.04,0.02
2024-02-12T16:52:30,37.22,1601.44,32.90,2766.07,45.87,24.35,1.01,0.79,0.4203,925.4959,37.0000,41.55,31.30,993.10,7.67,4.25
2024-02-12T16:52:35,37.23,1602.48,32.94,2767.92,39.75,21.10,1.04,0.81,0.4199,924.6431,37.0000,41.53,31.30,993.12,16.14,8.94
2024-02-12T16:52:40,37.25,1604.00,32.93,2770.41,45.87,24.35,1.09,0.85,0.4201,925.0783,37.0000,41.53,31.31,993.10,16.14,8.94
2024-02-12T16:52:45,37.21,1604.47,32.93,2771.25,45.87,24.35,1.03,0.80,0.4207,926.3351,37.0000,41.52,31.31,993.11,7.67,4.25
2024-02-12T16:52:50,37.23,1604.38,32.93,2771.06,45.87,24.35,0.92,0.72,0.4208,926.6066,37.0000,41.51,31.31,993.10,16.14,8.94
2024-02-12T16:52:55,37.19,1604.40,32.94,2771.09,39.75,21.10,0.91,0.71,0.4207,926.4393,37.0000,41.50,31.31,993.10,16.14,8.94
2024-02-12T16:53:00,37.21,1604.14,32.93,2770.50,33.62,17.85,0.91,0.71,0.4205,925.9238,37.0000,41.49,31.32,993.08,32.25,17.86
2024-02-12T16:53:05,37.22,1603.97,32.94,2770.27,33.62,17.85,0.90,0.70,0.4204,925.8126,37.0000,41.48,31.32,993.10,32.25,17.86
2024-02-12T16:53:10,37.18,1604.13,32.93,2770.50,45.87,24.35,0.95,0.74,0.4204,925.6675,37.0000,41.47,31.33,993.12,32.25,17.86
2024-02-12T16:53:15,37.20,1602.90,32.94,2768.34,39.75,21.10,0.94,0.73,0.4206,926.0696,37.0000,41.46,31.33,993.11,0.04,0.02
2024-02-12T16:53:20,37.20,1601.87,32.94,2766.54,39.74,21.10,0.83,0.65,0.4209,926.7334,37.0000,41.46,31.33,993.10,24.63,13.64
2024-02-12T16:53:25,37.16,1601.06,32.94,2765.14,45.87,24.35,0.80,0.62,0.4208,926.5982,37.0000,41.45,31.33,993.10,16.14,8.94
2024-02-12T16:53:30,37.17,1601.16,32.93,2765.34,39.75,21.10,0.91,0.71,0.4209,926.8744,37.0000,41.45,31.34,993.14,7.67,4.25
2024-02-12T16:53:35,37.20,1601.10,32.94,2765.14,45.87,24.35,0.94,0.74,0.4209,926.7206,37.0000,41.45,31.34,993.10,16.14,8.94
2024-02-12T16:53:40,37.19,1600.73,32.94,2764.58,39.74,21.10,0.98,0.77,0.4204,925.6645,37.0000,41.45,31.34,993.13,7.67,4.25
2024-02-12T16:53:45,37.24,1600.25,32.93,2763.69,45.87,24.35,0.91,0.71,0.4206,926.2112,37.0000,41.45,31.34,993.11,16.14,8.94
2024-02-12T16:53:50,37.22,1599.33,32.94,2762.08,26.90,14.28,0.83,0.65,0.4206,926.1889,37.0000,41.45,31.34,993.10,7.67,4.25
2024-02-12T16:53:55,37.16,1599.28,32.96,2762.01,39.74,21.10,0.74,0.58,0.4207,926.4260,37.0000,41.45,31.34,993.11,16.14,8.94
2024-02-12T16:54:00,37.16,1598.99,32.94,2761.44,39.74,21.10,0.73,0.57,0.4210,926.8916,37.0000,41.45,31.35,993.12,32.25,17.86
2024-02-12T16:54:05,37.19,1598.94,32.96,2761.36,39.74,21.10,0.81,0.63,0.4210,926.9393,37.0000,41.44,31.35,993.12,32.25,17.86
2024-02-12T16:54:10,37.16,1598.31,32.96,2760.19,45.86,24.35,0.90,0.70,0.4210,926.9485,37.0000,41.44,31.36,993.12,-8.45,-4.68
2024-02-12T16:54:15,37.17,1598.62,32.96,2760.82,39.74,21.10,0.99,0.77,0.4212,927.4342,37.0000,41.45,31.36,993.16,32.25,17.86
2024-02-12T16:54:20,37.17,1597.87,32.97,2759.47,45.86,24.35,0.98,0.77,0.4211,927.2481,37.0000,41.44,31.36,993.14,16.14,8.94
2024-02-12T16:54:25,37.15,1597.72,32.96,2759.08,33.02,17.53,0.98,0.77,0.4211,927.1652,37.0000,41.38,31.37,993.12,16.14,8.94
2024-02-12T16:54:30,37.06,1596.59,32.96,2757.08,27.50,14.60,0.88,0.68,0.4210,926.7829,37.0000,41.30,31.37,993.11,-8.45,-4.68
2024-02-12T16:54:35,36.94,1596.75,32.96,2757.40,40.34,21.42,0.95,0.74,0.4209,926.5891,37.0000,41.13,31.37,993.12,-8.45,-4.68
2024-02-12T16:54:40,36.73,1596.89,32.96,2757.61,3.05,1.62,1.05,0.82,0.4206,926.1188,37.0000,40.86,31.36,993.08,-1.66,-0.92
2024-02-12T16:54:45,36.32,1597.42,32.96,2758.53,-15.31,-8.13,1.14,0.89,0.4201,924.8068,37.0000,40.37,31.36,993.08,-51.69,-28.63
2024-02-12T16:54:50,35.79,1597.29,32.96,2758.26,-26.93,-14.30,1.15,0.90,0.4192,922.9181,37.0000,39.55,31.36,993.06,-19.46,-10.78
2024-02-12T16:54:55,34.89,1597.22,32.97,2758.25,-64.25,-34.11,1.21,0.94,0.4188,922.1693,37.0000,38.55,31.35,993.07,-61.00,-33.79
2024-02-12T16:55:00,33.86,1597.47,32.94,2758.74,-100.32,-53.26,1.26,0.99,0.4177,919.5676,37.0000,37.11,31.35,993.09,-94.93,-52.58
2024-02-12T16:55:05,32.45,1598.31,32.96,2760.43,-113.17,-60.08,1.29,1.00,0.4164,916.9853,37.0000,35.33,31.32,993.08,-95.79,-53.05
2024-02-12T16:55:10,30.81,1597.42,32.94,2758.85,-118.69,-63.01,1.17,0.91,0.4161,916.1814,37.0000,33.66,31.32,993.06,-111.89,-61.97
2024-02-12T16:55:15,29.86,1596.81,32.93,2758.17,-87.51,-46.45,1.11,0.87,0.4155,915.0458,37.0000,32.05,31.30,993.14,-128.01,-70.89
2024-02-12T16:55:20,28.40,1596.71,32.93,2758.04,-162.13,-86.06,1.01,0.79,0.4146,913.0637,37.0000,31.10,31.28,993.08,-154.31,-85.45
2024-02-12T16:55:25,27.35,1596.59,32.90,2758.21,-167.67,-88.99,0.90,0.70,0.4140,911.8055,37.0000,29.06,31.25,993.12,-162.82,-90.15
2024-02-12T16:55:30,25.66,1595.42,32.90,2756.46,-148.71,-78.92,0.73,0.57,0.4141,912.0677,37.0000,27.65,31.21,993.09,-155.19,-85.92
2024-02-12T16:55:35,24.68,1595.01,32.87,2755.99,-124.85,-66.25,0.62,0.48,0.4143,912.6988,37.0000,26.48,31.18,993.08,-129.75,-71.83
2024-02-12T16:55:40,23.53,1594.49,32.89,2755.34,-167.72,-88.99,0.54,0.42,0.4135,911.0769,37.0000,25.61,31.15,993.07,-187.47,-103.77
2024-02-12T16:55:45,22.72,1592.92,32.87,2752.83,-130.39,-69.18,0.75,0.59,0.4126,909.1676,37.0000,24.49,31.14,993.11,-154.38,-85.45
2024-02-12T16:55:50,21.60,1592.12,32.83,2751.76,-161.62,-85.74,0.80,0.62,0.4122,908.2669,37.0000,23.55,31.10,993.09,-171.37,-94.84
2024-02-12T16:55:55,20.90,1590.96,32.83,2749.92,-130.42,-69.18,0.81,0.63,0.4122,908.4683,37.0000,22.45,31.06,993.02,-139.14,-77.00
2024-02-12T16:56:00,19.98,1590.14,32.82,2748.91,-160.43,-85.09,0.98,0.76,0.4120,907.9512,37.0000,21.56,31.02,993.03,-163.78,-90.62
2024-02-12T16:56:05,19.47,1587.72,32.80,2745.09,-167.19,-88.66,1.11,0.86,0.4124,909.0470,37.0000,20.67,30.98,993.03,-163.80,-90.62
2024-02-12T16:56:10,18.78,1586.07,32.77,2742.67,-136.58,-72.42,1.24,0.96,0.4122,908.8301,37.0000,19.73,30.93,993.03,-163.82,-90.62
2024-02-12T16:56:15,17.82,1586.89,32.76,2744.32,-149.46,-79.24,1.19,0.91,0.4125,909.5309,37.0000,19.11,30.90,993.01,-155.34,-85.92
2024-02-12T16:56:20,17.31,1585.93,32.73,2743.10,-160.52,-85.09,1.11,0.86,0.4116,907.7144,37.0000,18.42,30.85,993.01,-140.09,-77.47
2024-02-12T16:56:25,16.67,1585.56,32.72,2742.94,-168.51,-89.31,1.01,0.78,0.4116,907.9105,36.0000,17.51,30.80,993.02,-146.89,-81.22
2024-02-12T16:56:30,15.96,1585.07,32.66,2742.58,-174.05,-92.23,0.88,0.68,0.4120,908.8863,36.0000,16.93,30.75,993.04,-156.27,-86.39
2024-02-12T16:56:35,15.30,1583.72,32.63,2741.06,-161.23,-85.41,0.97,0.75,0.4121,909.2974,36.0000,16.26,30.68,993.10,-180.11,-99.54
2024-02-12T16:56:40,14.90,1582.97,32.59,2740.19,-167.39,-88.66,0.93,0.72,0.4121,909.3922,36.0000,15.61,30.63,993.09,-139.35,-77.00
2024-02-12T16:56:45,14.25,1584.33,32.58,2743.03,-160.68,-85.09,0.93,0.72,0.4121,909.5733,36.0000,15.09,30.57,993.08,-156.37,-86.39
2024-02-12T16:56:50,13.70,1582.58,32.52,2740.60,-142.32,-75.35,0.83,0.64,0.4120,909.5868,36.0000,14.59,30.51,993.09,-164.06,-90.62
2024-02-12T16:56:55,13.28,1581.12,32.49,2738.53,-154.60,-81.84,0.74,0.57,0.4116,908.8973,36.0000,14.16,30.46,993.10,-148.77,-82.16
2024-02-12T16:57:00,13.02,1579.38,32.45,2736.24,-123.95,-65.60,0.71,0.55,0.4125,911.1663,36.0000,13.61,30.37,993.07,-139.46,-77.00
2024-02-12T16:57:05,12.74,1577.74,32.40,2734.11,-155.30,-82.17,0.75,0.58,0.4128,912.0878,36.0000,13.31,30.30,993.09,-106.31,-58.68
2024-02-12T16:57:10,12.33,1576.67,32.36,2732.79,-136.30,-72.10,0.76,0.59,0.4119,910.2365,36.0000,13.02,30.24,993.09,-106.33,-58.68
2024-02-12T16:57:15,12.08,1574.78,32.34,2730.21,-136.33,-72.10,0.82,0.63,0.4124,911.6192,36.0000,12.71,30.16,993.08,-114.88,-63.38
2024-02-12T16:57:20,11.98,1574.92,32.29,2731.16,-130.22,-68.85,0.80,0.62,0.4127,912.4868,36.0000,12.49,30.08,993.08,-122.58,-67.61
2024-02-12T16:57:25,11.65,1574.06,32.27,2730.50,-136.41,-72.10,1.19,0.92,0.4135,914.4374,36.0000,12.31,30.00,993.12,-90.24,-49.76
2024-02-12T16:57:30,11.59,1572.65,32.21,2728.57,-149.34,-78.92,1.25,0.97,0.4135,914.5959,36.0000,12.17,29.94,993.11,-115.82,-63.85
2024-02-12T16:57:35,11.33,1571.25,32.14,2726.72,-137.69,-72.75,1.27,0.98,0.4133,914.3736,36.0000,11.99,29.87,993.09,-90.28,-49.76
2024-02-12T16:57:40,11.18,1569.81,32.08,2724.72,-168.46,-88.99,1.11,0.86,0.4144,917.1011,36.0000,11.91,29.81,993.08,-98.82,-54.46
2024-02-12T16:57:45,11.08,1566.09,32.00,2718.98,-130.37,-68.85,0.93,0.72,0.4147,917.8556,36.0000,11.76,29.73,993.08,-74.13,-40.84
2024-02-12T16:57:50,11.03,1557.64,31.97,2704.92,-111.95,-59.11,0.85,0.66,0.4150,918.8196,35.0000,11.68,29.67,993.10,-81.81,-45.06
2024-02-12T16:57:55,10.95,1559.24,31.91,2708.25,-111.98,-59.11,0.82,0.64,0.4147,918.4027,36.0000,11.60,29.60,993.07,-64.77,-35.67
2024-02-12T16:58:00,11.08,1550.03,31.88,2693.01,-130.46,-68.85,0.83,0.64,0.4151,919.4495,35.0000,11.75,29.51,993.06,-98.06,-53.99
2024-02-12T16:58:05,11.19,1547.17,31.81,2688.88,-99.74,-52.62,0.78,0.61,0.4148,919.0977,35.0000,11.82,29.42,993.07,-64.81,-35.67
2024-02-12T16:58:10,11.46,1548.55,31.74,2692.05,-118.24,-62.36,0.69,0.53,0.4135,916.5767,35.0000,12.03,29.34,993.10,-57.16,-31.45
2024-02-12T16:58:15,11.49,1539.87,31.66,2677.88,-75.17,-39.63,0.66,0.51,0.4146,919.2949,35.0000,12.20,29.23,993.07,-48.63,-26.75
2024-02-12T16:58:20,11.78,1537.78,31.62,2674.99,-112.75,-59.43,0.71,0.55,0.4138,917.8023,35.0000,12.56,29.15,993.09,-56.34,-30.98
2024-02-12T16:58:25,11.91,1535.39,31.57,2671.73,-87.53,-46.12,0.71,0.55,0.4136,917.4716,35.0000,12.84,29.05,993.09,-31.58,-17.36
2024-02-12T16:58:30,12.32,1535.35,31.50,2672.36,-93.72,-49.37,0.75,0.59,0.4124,915.1882,35.0000,13.22,28.97,993.09,-47.82,-26.28
2024-02-12T16:58:35,12.77,1535.24,31.46,2672.88,-88.20,-46.45,0.75,0.58,0.4110,912.3281,35.0000,13.58,28.89,993.09,-15.34,-8.43
2024-02-12T16:58:40,12.94,1537.00,31.39,2676.55,-81.42,-42.87,0.86,0.67,0.4093,908.6240,35.0000,13.77,28.82,993.09,-23.90,-13.13
2024-02-12T16:58:45,12.94,1539.43,31.30,2681.57,-69.72,-36.70,1.13,0.88,0.4089,908.0812,35.0000,14.44,28.72,993.05,27.41,15.05
2024-02-12T16:58:50,13.62,1538.94,31.25,2681.61,-69.14,-36.38,1.22,0.95,0.4059,901.7135,35.0000,15.22,28.62,993.05,-6.81,-3.74
2024-02-12T16:58:55,14.02,1538.35,31.18,2681.75,-100.66,-52.94,1.13,0.89,0.4042,898.4558,35.0000,15.38,28.50,993.09,-47.89,-26.28
2024-02-12T16:59:00,14.22,1538.67,31.09,2683.44,-69.20,-36.38,1.05,0.82,0.4031,896.2729,35.0000,15.40,28.38,993.11,-15.37,-8.43
2024-02-12T16:59:05,14.16,1537.73,31.03,2682.71,-106.92,-56.19,1.09,0.85,0.4026,895.3860,34.0000,15.50,28.28,993.12,0.89,0.49
2024-02-12T16:59:10,14.07,1538.53,30.97,2684.93,-81.60,-42.87,1.08,0.85,0.4003,890.6185,35.0000,15.41,28.19,993.13,-32.53,-17.83
2024-02-12T16:59:15,13.96,1538.76,30.88,2686.21,-75.45,-39.63,1.08,0.84,0.4000,890.1943,35.0000,15.45,28.09,993.12,-47.96,-26.28
2024-02-12T16:59:20,13.91,1538.08,30.80,2685.92,-63.10,-33.13,0.98,0.77,0.4002,890.9148,34.0000,15.52,27.99,993.12,-16.25,-8.90
2024-02-12T16:59:25,13.98,1538.54,30.74,2687.31,-69.30,-36.38,0.99,0.77,0.3998,890.3475,34.0000,15.57,27.92,993.11,-40.26,-22.05
2024-02-12T16:59:30,14.05,1538.08,30.66,2687.32,-69.33,-36.38,1.30,1.02,0.3976,885.6376,34.0000,15.74,27.83,993.11,-8.55,-4.68
2024-02-12T16:59:35,14.28,1538.18,30.60,2688.38,-75.54,-39.63,1.27,1.00,0.3974,885.4529,34.0000,15.96,27.74,993.14,-16.26,-8.90
2024-02-12T16:59:40,14.36,1538.57,30.52,2690.28,-50.80,-26.64,1.14,0.90,0.3971,885.1521,34.0000,16.21,27.61,993.17,9.47,5.18
2024-02-12T16:59:45,14.64,1538.07,30.46,2690.12,-43.99,-23.06,1.05,0.83,0.3965,884.1636,34.0000,16.50,27.52,993.13,9.47,5.18
2024-02-12T16:59:50,14.70,1537.42,30.39,2689.96,-37.82,-19.82,0.98,0.77,0.3954,882.1134,34.0000,16.67,27.41,993.13,-15.42,-8.43
2024-02-12T16:59:55,14.83,1537.13,30.29,2690.29,-37.83,-19.82,0.83,0.66,0.3949,881.1113,34.0000,16.86,27.32,993.14,0.90,0.49
2024-02-12T17:00:00,14.95,1536.21,30.25,2689.06,-50.86,-26.64,0.82,0.65,0.3940,879.3891,34.0000,16.98,27.27,993.11,10.34,5.65
2024-02-12T17:00:05,15.04,1535.93,30.15,2689.60,-121.58,-63.66,0.84,0.67,0.3923,875.8037,34.0000,17.16,27.16,993.13,-13.71,-7.49
2024-02-12T17:00:10,15.13,1535.84,30.06,2690.56,-37.87,-19.82,0.79,0.63,0.3915,874.5245,34.0000,17.31,27.04,993.15,-41.24,-22.52
2024-02-12T17:00:15,15.32,1536.35,29.95,2692.25,-38.49,-20.14,0.71,0.57,0.3895,870.2700,33.0000,17.51,26.95,993.14,-24.05,-13.13
2024-02-12T17:00:20,15.38,1534.83,29.87,2690.42,-57.13,-29.88,0.70,0.55,0.3886,868.5534,33.0000,17.72,26.85,993.12,50.82,27.73
2024-02-12T17:00:25,15.54,1533.64,29.80,2689.38,-57.15,-29.88,0.66,0.52,0.3883,868.1152,33.0000,17.83,26.74,993.14,-15.45,-8.43
2024-02-12T17:00:30,15.79,1533.00,29.72,2689.03,-44.12,-23.06,0.66,0.53,0.3882,868.0964,33.0000,17.97,26.65,993.12,25.87,14.11
2024-02-12T17:00:35,15.79,1533.40,29.64,2690.60,-19.27,-10.07,0.70,0.55,0.3867,865.1705,33.0000,18.13,26.56,993.15,50.01,27.26
2024-02-12T17:00:40,15.80,1533.48,29.54,2691.50,-25.50,-13.32,0.79,0.62,0.3867,865.3146,33.0000,18.23,26.47,993.13,17.27,9.41
2024-02-12T17:00:45,15.90,1534.18,29.49,2693.46,42.89,22.40,0.92,0.73,0.3817,854.4591,33.0000,18.39,26.39,993.13,69.86,38.06
2024-02-12T17:00:50,16.60,1533.37,29.42,2692.97,17.39,9.08,0.87,0.69,0.3749,839.5335,33.0000,20.36,26.29,993.15,52.64,28.67
2024-02-12T17:00:55,17.76,1533.29,29.33,2693.53,-44.18,-23.06,0.81,0.64,0.3725,834.3730,33.0000,21.02,26.22,993.17,43.16,23.50
2024-02-12T17:01:00,18.12,1533.18,29.23,2693.86,-25.53,-13.32,0.84,0.66,0.3727,834.8684,33.0000,20.60,26.15,993.14,26.78,14.58
2024-02-12T17:01:05,17.73,1532.43,29.19,2693.07,-51.06,-26.64,0.92,0.73,0.3713,831.9270,33.0000,20.24,26.10,993.16,42.31,23.03
2024-02-12T17:01:10,17.20,1533.59,29.06,2695.82,-57.29,-29.88,1.05,0.84,0.3703,829.9865,33.0000,19.87,26.02,993.16,33.69,18.33
2024-02-12T17:01:15,16.90,1533.66,29.01,2696.67,-13.10,-6.83,1.31,1.03,0.3692,827.7453,33.0000,19.61,25.94,993.16,58.73,31.95
2024-02-12T17:01:20,16.86,1534.63,28.89,2699.03,36.73,19.15,1.38,1.09,0.3671,823.1273,32.0000,20.36,25.87,993.17,110.56,60.13
2024-02-12T17:01:25,17.67,1534.20,28.81,2698.91,49.83,25.97,1.31,1.02,0.3632,814.6043,32.0000,22.38,25.79,993.14,86.40,46.98
2024-02-12T17:01:30,19.69,1535.69,28.69,2702.20,30.51,15.90,1.28,1.00,0.3602,808.1108,32.0000,23.16,25.72,993.15,60.50,32.89
2024-02-12T17:01:35,20.15,1536.49,28.64,2704.46,11.83,6.16,1.22,0.95,0.3595,806.6767,32.0000,23.58,25.64,993.20,52.76,28.67
2024-02-12T17:01:40,20.24,1535.73,28.54,2703.80,-0.63,-0.33,1.28,1.00,0.3585,804.8171,32.0000,23.55,25.56,993.18,43.25,23.50
2024-02-12T17:01:45,20.20,1536.52,28.50,2705.98,-19.34,-10.07,1.24,0.97,0.3572,801.9912,32.0000,23.46,25.48,993.21,43.27,23.50
2024-02-12T17:01:50,19.97,1536.73,28.39,2707.32,-13.12,-6.83,1.07,0.83,0.3571,802.1483,32.0000,23.40,25.38,993.23,93.45,50.74
2024-02-12T17:01:55,19.91,1535.56,28.28,2706.20,-13.13,-6.83,1.03,0.80,0.3565,801.0837,32.0000,23.35,25.27,993.21,58.87,31.95
2024-02-12T17:02:00,19.87,1535.45,28.22,2706.14,-13.13,-6.83,0.99,0.77,0.3559,799.6833,32.0000,23.35,25.19,992.99,60.60,32.89
2024-02-12T17:02:05,19.83,1536.30,28.12,2709.00,6.23,3.24,0.92,0.72,0.3587,806.4726,32.0000,23.35,25.09,993.16,43.32,23.50
2024-02-12T17:02:10,19.80,1535.96,28.03,2709.30,-6.89,-3.58,0.83,0.64,0.3564,801.5972,32.0000,23.35,25.01,993.22,59.78,32.42
2024-02-12T17:02:15,19.74,1535.60,27.96,2709.30,-0.02,-0.01,0.72,0.56,0.3549,798.2442,32.0000,23.36,24.94,993.22,67.60,36.65
2024-02-12T17:02:20,19.71,1535.41,27.86,2709.79,12.49,6.49,0.76,0.59,0.3542,797.0271,32.0000,23.40,24.83,993.16,60.68,32.89
2024-02-12T17:02:25,19.75,1533.86,27.76,2707.87,18.73,9.73,0.79,0.62,0.3539,796.4680,32.0000,23.43,24.75,993.19,52.05,28.20
2024-02-12T17:02:30,19.78,1532.32,27.72,2706.06,5.60,2.91,0.83,0.64,0.3530,794.7249,31.0000,23.46,24.65,993.19,52.93,28.67
2024-02-12T17:02:35,19.76,1532.04,27.62,2706.21,-19.40,-10.07,0.94,0.73,0.3518,792.3506,31.0000,23.46,24.58,993.19,51.21,27.73
2024-02-12T17:02:40,19.76,1531.90,27.52,2706.80,-6.90,-3.58,0.99,0.78,0.3503,789.1392,31.0000,23.23,24.49,993.19,18.25,9.88
2024-02-12T17:02:45,19.26,1532.35,27.41,2708.34,-19.41,-10.07,1.26,0.98,0.3500,788.6017,31.0000,22.76,24.40,993.17,58.17,31.48
2024-02-12T17:02:50,18.83,1532.28,27.36,2708.86,-18.18,-9.43,1.47,1.14,0.3497,788.2991,31.0000,22.03,24.33,993.17,1.77,0.96
2024-02-12T17:02:55,18.45,1532.08,27.30,2709.34,-18.19,-9.43,1.56,1.21,0.3495,788.0773,31.0000,21.41,24.24,993.18,59.07,31.95
2024-02-12T17:03:00,17.76,1531.83,27.15,2709.56,-37.60,-19.49,1.50,1.17,0.3490,786.9656,31.0000,20.89,24.17,993.18,0.04,0.02
2024-02-12T17:03:05,17.24,1531.74,27.09,2710.35,-11.93,-6.18,1.33,1.04,0.3487,786.6570,31.0000,20.35,24.07,993.20,24.36,13.17
2024-02-12T17:03:10,16.81,1531.80,27.02,2711.32,-11.93,-6.18,1.22,0.95,0.3490,787.6155,31.0000,19.91,23.98,993.22,33.05,17.86
2024-02-12T17:03:15,16.43,1531.12,26.93,2710.58,-31.36,-16.24,1.14,0.89,0.3494,788.7200,31.0000,19.64,23.92,993.18,50.45,27.26
2024-02-12T17:03:20,16.25,1530.45,26.85,2710.26,-11.94,-6.18,0.99,0.77,0.3496,789.2367,31.0000,19.35,23.83,993.20,42.64,23.03
2024-02-12T17:03:25,16.12,1530.89,26.75,2711.77,6.88,3.56,1.11,0.87,0.3501,790.6219,31.0000,19.22,23.74,993.16,51.35,27.73
2024-02-12T17:03:30,16.13,1530.76,26.66,2712.62,50.83,26.30,1.19,0.93,0.3506,792.1692,31.0000,19.89,23.64,993.23,68.77,37.12
2024-02-12T17:03:35,17.01,1530.32,26.59,2712.40,37.66,19.48,1.24,0.97,0.3493,789.3267,31.0000,21.46,23.56,993.17,77.47,41.81
2024-02-12T17:03:40,18.13,1529.90,26.52,2712.47,37.67,19.48,1.22,0.96,0.3483,787.2983,30.0000,22.09,23.48,993.19,94.05,50.74
2024-02-12T17:03:45,18.77,1529.18,26.41,2712.09,25.75,13.31,1.18,0.93,0.3467,783.9986,30.0000,22.58,23.39,993.22,43.57,23.50
2024-02-12T17:03:50,19.09,1529.69,26.34,2713.78,31.40,16.23,1.10,0.87,0.3464,783.5527,30.0000,22.97,23.30,993.21,102.81,55.43
2024-02-12T17:03:55,19.36,1529.57,26.30,2714.19,25.12,12.98,1.16,0.92,0.3449,780.2389,30.0000,23.24,23.24,993.24,77.56,41.81
2024-02-12T17:04:00,19.70,1528.33,26.14,2712.93,25.77,13.31,1.07,0.84,0.3438,778.0766,30.0000,23.53,23.13,993.21,102.87,55.43
2024-02-12T17:04:05,19.88,1527.91,26.05,2712.89,32.05,16.55,0.93,0.73,0.3433,777.2474,30.0000,23.79,23.05,993.20,60.18,32.42
2024-02-12T17:04:10,20.00,1527.74,25.96,2713.33,18.85,9.73,1.05,0.82,0.3426,775.8548,30.0000,24.00,22.97,993.20,102.92,55.43
2024-02-12T17:04:15,20.16,1527.91,25.90,2714.40,44.02,22.72,1.32,1.04,0.3417,774.0236,30.0000,24.25,22.88,993.19,94.24,50.74
2024-02-12T17:04:20,20.40,1527.24,25.82,2713.97,38.38,19.80,1.33,1.04,0.3416,773.8546,30.0000,24.48,22.80,993.19,95.14,51.21
2024-02-12T17:04:25,20.62,1526.89,25.72,2714.13,44.05,22.72,1.31,1.02,0.3411,772.9728,30.0000,24.71,22.72,993.21,94.29,50.74
2024-02-12T17:04:30,20.77,1526.93,25.66,2714.72,12.58,6.49,1.16,0.91,0.3399,770.4133,30.0000,24.96,22.67,993.24,69.87,37.59
2024-02-12T17:04:35,20.97,1527.82,25.59,2717.23,31.48,16.23,1.13,0.88,0.3397,770.1812,29.0000,25.29,22.57,993.23,95.22,51.21
